Player,Team,GPA,Avg,GPA Rating
A. Dennis,Tottenham Hotspur,0.261,0.1305,38.52
A. Neville,Tottenham Hotspur,0.205,0.205,38.02
A. Nildén,Tottenham Hotspur,4.129,1.03225,72.71
B. England,Tottenham Hotspur,1.723,0.43075,51.44
C. Grant,Tottenham Hotspur,0.657,0.219,42.02
C. Hunt,Tottenham Hotspur,4.702,1.1755,77.78
C. Tandberg,Tottenham Hotspur,1.432,0.358,48.87
D. Spence,Tottenham Hotspur,2.3,0.575,56.54
E. Summanen,Tottenham Hotspur,2.7880000000000003,0.6970000000000001,60.86
J. Naz,Tottenham Hotspur,1.841,0.46025,52.49
J. Rybrink,Tottenham Hotspur,2.862,0.7155,61.51
K. Graham,Tottenham Hotspur,0.43200000000000005,0.14400000000000002,40.03
L. Gunning-Williams,Tottenham Hotspur,0.21000000000000002,0.10500000000000001,38.07
L. Kop,Tottenham Hotspur,3.415,0.85375,66.4
M. Thomas,Tottenham Hotspur,0.32199999999999995,0.16099999999999998,39.06
M. Vinberg,Tottenham Hotspur,0.308,0.308,38.93
Maite Oroz,Tottenham Hotspur,0.25,0.25,38.42
O. Ahtinen,Tottenham Hotspur,1.365,0.34125,48.28
O. Holdt,Tottenham Hotspur,0.8089999999999999,0.26966666666666667,43.36
T. Koga,Tottenham Hotspur,4.154999999999999,1.0387499999999998,72.94
A. Sandberg,Manchester United,2.439,0.8130000000000001,57.77
C. Bizet,Manchester United,1.677,0.41925,51.04
D. Janssen,Manchester United,3.53,0.8825,67.42
E. Terland,Manchester United,0.8700000000000001,0.21750000000000003,43.9
E. Toone,Manchester United,3.116,0.779,63.76
F. Rolfö,Manchester United,1.8439999999999999,0.6146666666666666,52.51
G. George,Manchester United,0.64,0.21333333333333332,41.87
H. Miyazawa,Manchester United,2.7560000000000002,0.6890000000000001,60.58
J. Park,Manchester United,1.9170000000000003,0.47925000000000006,53.16
J. Riviere,Manchester United,2.089,0.6963333333333334,54.68
J. Zigiotti Olme,Manchester United,2.9810000000000003,0.7452500000000001,62.57
L. Naalsund,Manchester United,0.5800000000000001,0.14500000000000002,41.34
M. Le Tissier,Manchester United,4.881,1.22025,79.36
M. Malard,Manchester United,2.133,0.53325,55.07
M. Turner,Manchester United,0.6890000000000001,0.34450000000000003,42.3
P. Tullis-Joyce,Manchester United,2.05,0.5125,54.33
R. Williams,Manchester United,0.13399999999999998,0.06699999999999999,37.4
A. Kennedy,London City Lionesses,1.457,0.48566666666666664,49.09
C. Brown,London City Lionesses,0.465,0.465,40.32
E. Linari,London City Lionesses,2.2600000000000002,0.7533333333333334,56.19
Elene Lete,London City Lionesses,2.722,0.6805,60.28
G. Geyoro,London City Lionesses,0.724,0.24133333333333334,42.61
I. Goodwin,London City Lionesses,1.278,0.3195,47.51
J. Roddar,London City Lionesses,0.976,0.244,44.84
Jana Fernández,London City Lionesses,2.518,0.6295,58.47
K. Asllani,London City Lionesses,1.864,0.466,52.69
K. Zelem,London City Lionesses,0.7190000000000001,0.2396666666666667,42.57
L. Lindström,London City Lionesses,0.623,0.20766666666666667,41.72
Lucía Corrales,London City Lionesses,1.242,0.3105,47.19
María Pérez,London City Lionesses,1.215,0.30375,46.95
N. Parris,London City Lionesses,1.492,0.373,49.4
R. Imuran,London City Lionesses,1.734,0.5780000000000001,51.54
S. Franssi,London City Lionesses,0.31900000000000006,0.07975000000000002,39.03
S. Jakobsson,London City Lionesses,0.121,0.121,37.28
S. Kumagai,London City Lionesses,2.5140000000000002,0.6285000000000001,58.44
T. Goldie,London City Lionesses,0.176,0.176,37.77
W. Sangaré,London City Lionesses,1.6369999999999998,0.40924999999999995,50.68
A. Csiki,West Ham United,0.194,0.194,37.93
A. Denton,West Ham United,2.576,0.644,58.98
A. Tysiak,West Ham United,1.312,0.656,47.81
E. Nyström,West Ham United,3.4159999999999995,0.8539999999999999,66.41
F. Morgan,West Ham United,0.7470000000000001,0.24900000000000003,42.81
I. Belloumou,West Ham United,0.7670000000000001,0.2556666666666667,42.99
K. Gorry,West Ham United,2.609,0.65225,59.28
K. Szemik,West Ham United,1.8199999999999998,0.6066666666666667,52.3
L. Wandeler,West Ham United,0.068,0.034,36.81
M. Paví,West Ham United,0.248,0.08266666666666667,38.4
M. Walsh,West Ham United,1.0710000000000002,0.5355000000000001,45.68
O. Siren,West Ham United,2.136,0.534,55.09
R. Ueki,West Ham United,1.686,0.4215,51.12
S. Brasero-Carreira,West Ham United,0.05600000000000001,0.05600000000000001,36.71
S. Martinez,West Ham United,0.8620000000000001,0.21550000000000002,43.83
S. Piubel,West Ham United,0.5040000000000001,0.16800000000000004,40.67
S. Zadorsky,West Ham United,3.9549999999999996,0.9887499999999999,71.18
V. Asseyi,West Ham United,2.1350000000000002,0.5337500000000001,55.09
V. Hanshaw,West Ham United,1.4180000000000001,0.47266666666666673,48.75
Y. Endo,West Ham United,0.269,0.1345,38.59
B. Rayner,Brighton & Hove Albion,0.53,0.265,40.9
C. Hayes,Brighton & Hove Albion,1.908,0.954,53.08
C. Nnadozie,Brighton & Hove Albion,2.3449999999999998,0.5862499999999999,56.94
C. Rule,Brighton & Hove Albion,3.0829999999999997,0.7707499999999999,63.47
Carla Camacho,Brighton & Hove Albion,0.457,0.11425,40.25
F. Kirby,Brighton & Hove Albion,2.027,0.50675,54.13
F. Tsunoda,Brighton & Hove Albion,0.07100000000000001,0.07100000000000001,36.84
J. Čanković,Brighton & Hove Albion,3.4130000000000003,0.8532500000000001,66.38
K. Seike,Brighton & Hove Albion,1.6,0.4,50.36
M. Agyemang,Brighton & Hove Albion,1.8559999999999999,0.46399999999999997,52.62
M. Auée,Brighton & Hove Albion,0.745,0.24833333333333335,42.8
M. Haley,Brighton & Hove Albion,0.9810000000000001,0.49050000000000005,44.88
M. Minami,Brighton & Hove Albion,3.191,0.79775,64.42
M. Mpome,Brighton & Hove Albion,0.005,0.005,36.26
M. Olislagers,Brighton & Hove Albion,3.414,0.8535,66.39
M. Symonds,Brighton & Hove Albion,2.3739999999999997,0.5934999999999999,57.2
N. Noordam,Brighton & Hove Albion,0.986,0.2465,44.93
R. Kafaji,Brighton & Hove Albion,0.8089999999999999,0.26966666666666667,43.36
R. McLauchlan,Brighton & Hove Albion,1.8199999999999998,0.6066666666666667,52.3
T. Heron,Brighton & Hove Albion,0.045,0.045,36.61
B. Olsson,Liverpool,0.23900000000000002,0.11950000000000001,38.32
C. Holland,Liverpool,1.145,0.38166666666666665,46.33
C. Kapocs,Liverpool,1.117,0.3723333333333333,46.09
F. Kirby,Liverpool,1.302,0.651,47.72
F. Nagano,Liverpool,1.971,0.657,53.64
G. Bonner,Liverpool,2.935,0.9783333333333333,62.16
G. Evans,Liverpool,2.765,0.9216666666666666,60.66
G. Fisk,Liverpool,2.779,0.9263333333333333,60.78
J. Clark,Liverpool,1.861,0.9305,52.66
K. MacLean,Liverpool,0.9470000000000001,0.31566666666666665,44.58
L. Kiernan,Liverpool,0.023,0.023,36.41
L. Woodham,Liverpool,1.228,0.614,47.07
M. Enderby,Liverpool,0.797,0.26566666666666666,43.26
M. Höbinger,Liverpool,1.353,0.6765,48.17
R. Borggräfe,Liverpool,0.8300000000000001,0.8300000000000001,43.55
R. Shimizu,Liverpool,1.09,0.36333333333333334,45.85
S. Haug,Liverpool,0.458,0.15266666666666667,40.26
S. Kerr,Liverpool,1.034,0.3446666666666667,45.35
S. Lundgaard,Liverpool,0.005,0.005,36.26
A. Beever-Jones,Chelsea,1.431,0.35775,48.86
A. Thompson,Chelsea,1.247,0.41566666666666674,47.24
C. Macário,Chelsea,1.383,0.34575,48.44
E. Carpenter,Chelsea,2.822,0.9406666666666667,61.16
E. Cuthbert,Chelsea,2.321,0.58025,56.73
G. Reiten,Chelsea,0.514,0.17133333333333337,40.76
H. Hampton,Chelsea,2.503,0.62575,58.34
J. Rytting Kaneryd,Chelsea,1.11,0.2775,46.02
K. Walsh,Chelsea,3.2980000000000005,0.8245000000000001,65.37
M. Bright,Chelsea,4.364,1.091,74.79
M. Hamano,Chelsea,1.3050000000000002,0.43500000000000005,47.75
N. Björn,Chelsea,3.9539999999999997,0.9884999999999999,71.17
N. Charles,Chelsea,1.441,0.7205,48.95
O. Jean-François,Chelsea,0.595,0.1983333333333333,41.47
S. Baltimore,Chelsea,1.7329999999999999,0.43324999999999997,51.53
S. Kerr,Chelsea,0.267,0.089,38.57
S. Nüsken,Chelsea,0.061,0.061,36.75
V. Buurman,Chelsea,2.063,0.6876666666666668,54.45
W. Kaptein,Chelsea,1.6219999999999999,0.40549999999999997,50.55
