Player,Team,Shots,xG,OpenPlay_xG,SetPiece_xG
V. Diehm,TSG 1899 Hoffenheim,2,0.10925569012761119,0.10925569012761119,0.0
V. Endemann,VfL Wolfsburg,1,0.0924349725246429,0.0,0.0924349725246429
V. Fudalla,TSV Bayer 04 Leverkusen,16,2.097666890323162,1.2300483733415604,0.8676185169816018
V. Fürst,SGS Essen 1968,3,0.13217772915959358,0.13217772915959358,0.0
V. Gilles,FC Bayern München,6,0.835689578205348,0.0,0.835689578205348
V. Mädl,TSV Bayer 04 Leverkusen,3,0.4348486326634887,0.4348486326634887,0.0
V. Schwalm,Hamburger SV,2,0.19343288987874968,0.19343288987874968,0.0
V. Wieder,SV Werder Bremen,3,0.49602986499667157,0.3704149834811685,0.125614881515503
W. Zawistowska,1. FC Köln,1,0.0443734563887119,0.0443734563887119,0.0
İ. Açıkgöz,Eintracht Frankfurt,1,0.0298476349562407,0.0298476349562407,0.0
