Player,Team,Passes,Total_xT,xT
E. Paljevic,Nantes,30,0.00778094,0.008
E. Siren,Dijon,148,0.55764685,0.558
F. Bataillard,Saint-Étienne,69,0.022067009999999984,0.022
F. Dorsin,PSG,3,0.04057445999999999,0.041
F. Jourde,PSG,37,0.06853122,0.069
F. Liaigre,Paris FC,84,0.40164070999999996,0.402
F. Proniez,Lens,76,-0.16072198000000004,-0.161
Fátima Pinto,Strasbourg,81,-0.10937117,-0.109
G. Grzybowska,Dijon,52,0.14488471,0.145
G. Mbock,PSG,148,0.07074142,0.071
H. Diaz,Fleury 91,30,0.1321956,0.132
I. Adjabi,Le Havre,27,0.10780670999999999,0.108
I. Benyahia,OL Lyonnes,18,0.005258459999999996,0.005
I. Engen,OL Lyonnes,274,0.44263804,0.443
I. Jaurena,Fleury 91,58,0.26581575999999996,0.266
I. Kbida,Olympique Marseille,34,0.31743349,0.317
I. Koko,Montpellier,4,-0.00437091,-0.004
I. Konan,Strasbourg,53,0.13816736000000002,0.138
I. Kristoffersen,Saint-Étienne,55,0.05315069,0.053
I. Saoud,Nantes,46,0.16148775999999998,0.161
Isabela,PSG,18,0.28167916,0.282
Izarne Sarasola,Nantes,103,0.10148896,0.101
J. Brand,OL Lyonnes,80,-0.11925395,-0.119
J. Brown,Olympique Marseille,16,0.018013059999999997,0.018
J. Coquet,Montpellier,70,0.08814031999999998,0.088
J. Denizot,Dijon,3,0.0,0.0
J. Echegini,PSG,76,0.36633225999999997,0.366
J. Groenen,PSG,117,0.40632954,0.406
J. Lerond,Montpellier,141,0.24636909000000004,0.246
J. Limage,Lens,122,0.45185258,0.452
J. Mossard,Nantes,36,0.015290719999999999,0.015
J. Nassi,Le Havre,19,0.31773169,0.318
J. Pasquereau,Nantes,112,0.19346215,0.193
J. Perret,Olympique Marseille,64,-0.003313699999999994,-0.003
J. Rabanne,Nantes,66,0.07445618000000001,0.074
J. Rastocle,Montpellier,153,1.2084187499999999,1.208
J. Rouquet,Montpellier,41,0.34631794,0.346
J. Swierot,Nantes,9,0.014516949999999999,0.015
K. Diani,OL Lyonnes,39,0.14131607,0.141
K. El Koumir,Lens,30,0.31806156,0.318
K. Jedlińska,Paris FC,9,0.020138720000000006,0.02
K. Korošec,Paris FC,145,0.15110318,0.151
K. Louis,Montpellier,136,0.014117570000000003,0.014
K. Roche-Dufour,Paris FC,59,0.0531413,0.053
K. Shrader,OL Lyonnes,64,-0.0867355,-0.087
K. Talaslahti,Dijon,41,0.1094007,0.109
K. Taylor,Dijon,177,0.76991562,0.77
L. Archier,Lens,42,-0.3304889,-0.33
L. Azzaro,Paris FC,87,-0.17063524999999993,-0.171
L. Bogaert,Paris FC,210,0.011943250000000002,0.012
L. Bourgouin,Olympique Marseille,58,0.36854912,0.369
L. Calba,Nantes,19,0.08720522,0.087
L. Cance,Fleury 91,116,0.9135350299999999,0.914
L. Declercq,Dijon,140,0.65843195,0.658
L. Fleury,Nantes,91,0.01498639,0.015
L. Gay,Dijon,16,0.021598629999999994,0.022
L. Goetsch,Fleury 91,149,0.9643705699999999,0.964
L. Gstalter,Montpellier,91,0.22628630000000002,0.226
L. Hannequin,Strasbourg,58,0.14634258,0.146
L. Heaps,OL Lyonnes,147,0.22009299,0.22
L. Hermann,Saint-Étienne,39,0.043476570000000006,0.043
L. Joseph,OL Lyonnes,54,0.34790085000000004,0.348
L. Khelifi,Nantes,98,0.39521317,0.395
L. Morissaint,PSG,3,0.0,0.0
L. Oillic,Lens,92,0.34726645,0.347
L. Philippe,Le Havre,86,0.42981737000000003,0.43
L. Pinot,Lens,41,0.01092191,0.011
L. Storti,Nantes,6,0.0,0.0
L. Sylejmani,Strasbourg,10,-0.013716139999999995,-0.014
L. Yohannes,OL Lyonnes,144,1.01906928,1.019
M. Agnew,Strasbourg,29,0.13845312999999998,0.138
M. Babou,Strasbourg,18,0.013895699999999999,0.014
M. Bethi,Nantes,55,-0.00238878,-0.002
M. Boucly,Le Havre,176,0.38839978,0.388
M. Bourdieu,Olympique Marseille,73,0.52926895,0.529
M. Chavas,Paris FC,107,0.25653875,0.257
M. Cosson,Nantes,150,0.14712727,0.147
M. Diop,Strasbourg,69,0.00592307999999999,0.006
M. Dumornay,OL Lyonnes,79,0.94708368,0.947
M. Earps,PSG,113,0.44694031,0.447
M. Fathallah,OL Lyonnes,26,0.23527698,0.235
M. Garbino,Paris FC,123,0.04064717000000001,0.041
M. Haelewyn,Dijon,17,0.0,0.0
M. Herrera,Olympique Marseille,108,0.0508089,0.051
M. Hoeltzel,Strasbourg,72,0.11838931999999999,0.118
M. Kanjinga,PSG,61,0.34532765000000004,0.345
M. Katoto,OL Lyonnes,37,0.21392693,0.214
M. Le Mouël,Olympique Marseille,129,0.36914726999999997,0.369
M. Levasseur,Montpellier,104,0.48326494,0.483
M. Mendy,Le Havre,77,0.50899112,0.509
M. Moryl,Olympique Marseille,22,0.06621695000000001,0.066
M. N'Dongala,Paris FC,21,0.08512262999999999,0.085
M. Ngock,Fleury 91,125,0.32691307999999997,0.327
M. Revelli,Lens,75,0.0238287,0.024
M. Romanelli,Saint-Étienne,92,0.52342189,0.523
M. Roth,Le Havre,71,0.98071442,0.981
M. Shore,Olympique Marseille,50,0.09537871,0.095
M. Terchoun,Dijon,30,0.19660191000000002,0.197
M. Toloba,Nantes,29,0.11887566,0.119
M. Traoré,Strasbourg,76,0.0154994,0.015
M. Vairon,Dijon,76,0.04139261,0.041
M. Wahl,Strasbourg,127,0.32225467,0.322
Marta Carro,Olympique Marseille,60,0.1643106,0.164
Morgane Martins,Fleury 91,127,0.01561056,0.016
N. Bamenga,Olympique Marseille,57,0.15109554000000003,0.151
N. Blanchard,Olympique Marseille,170,0.20088472000000002,0.201
N. Carage,Dijon,173,0.20938543999999998,0.209
N. Ekwalla,Fleury 91,3,0.007897079999999997,0.008
N. Håheim,Paris FC,7,0.01036399,0.01
N. Istocki,Saint-Étienne,5,0.0015070100000000013,0.002
N. Krezyman,Dijon,80,0.34484735,0.345
N. Ngueleu,Montpellier,51,0.04289586999999999,0.043
N. Vagre,Lens,55,0.004545299999999999,0.005
Nelly Rodrigues,Nantes,88,0.50869887,0.509
O. Domin,Dijon,38,0.0519751,0.052
O. Graziani,PSG,9,-0.004832939999999999,-0.005
O. Picard,Paris FC,45,0.25277985999999997,0.253
Olga Carmona,PSG,12,0.005499880000000002,0.005
P. Dudek,PSG,14,-0.013706040000000001,-0.014
R. Ajibade,PSG,79,0.65569193,0.656
R. Chaine,Montpellier,3,-0.018686569999999996,-0.019
R. Corboz,Saint-Étienne,50,0.08268361,0.083
R. Couasnon,Olympique Marseille,5,0.0,0.0
R. Enguehard,Le Havre,71,0.10836829,0.108
R. Kadzere,Montpellier,15,0.04616189000000001,0.046
R. Khezami,Olympique Marseille,113,0.10926314000000001,0.109
R. Lejeune,Lens,83,0.1303521,0.13
R. Leuchter,PSG,35,0.36694279999999996,0.367
R. Éloissaint,Nantes,31,0.07020916000000002,0.07
S. Bacha,OL Lyonnes,264,0.54625581,0.546
S. Cambot,Saint-Étienne,46,0.19256972,0.193
S. Chossenotte,Fleury 91,3,0.007729569999999998,0.008
S. Elisor,Olympique Marseille,79,0.13890856999999998,0.139
S. Enge,Strasbourg,149,0.10983471999999998,0.11
S. Guellati,Lens,72,0.55563001,0.556
S. Hornemann,Saint-Étienne,46,-0.07258991,-0.073
S. Jeudy,Lens,68,0.80755285,0.808
S. Karchaoui,PSG,142,0.92931046,0.929
S. Kassi,Le Havre,51,0.13105708,0.131
S. Magalhães,Olympique Marseille,4,0.012828160000000005,0.013
S. Ouchene,Montpellier,128,0.23194957999999996,0.232
S. Scott,Paris FC,25,0.02654312,0.027
S. Svava,OL Lyonnes,20,-0.0038807899999999985,-0.004
T. Chawinga,OL Lyonnes,12,0.2167837,0.217
T. David,Lens,2,0.0,0.0
T. Elimbi Gilbert,PSG,104,0.003953989999999999,0.004
T. Gallais,Le Havre,6,0.008578150000000001,0.009
T. Greboval,Paris FC,53,0.05206561,0.052
T. Joseph,Olympique Marseille,113,0.20697763,0.207
T. Laplacette,Olympique Marseille,170,0.35975424,0.36
T. Samoura,PSG,30,0.04497884999999999,0.045
T. Sissoko,Paris FC,59,0.15540875999999998,0.155
Tarciane,OL Lyonnes,172,1.2345136399999999,1.235
V. Bècho,OL Lyonnes,41,0.21418874,0.214
V. Faure,Saint-Étienne,5,0.00384811,0.004
W. Fon,Saint-Étienne,23,0.013344500000000002,0.013
W. Renard,OL Lyonnes,152,0.23512351,0.235
Wang Yanwen,Dijon,76,-0.15856364999999997,-0.159
Wu Chengshu,Dijon,42,-0.09696472999999999,-0.097
Z. Stiévenart,Le Havre,80,0.43393170999999997,0.434
É. Bonet,Strasbourg,42,0.010860480000000002,0.011
É. De Almeida,PSG,135,0.47131768999999996,0.471
É. Kouache,Le Havre,131,1.43188742,1.432
É. Rambaud,Montpellier,56,0.04028237,0.04
É. Tsé,Le Havre,71,0.23219033999999997,0.232
