id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2743640125,5,49,1,0,12,6o6989d7o4w1kn35cu75y1mny,1,26.8,47.5,2024-11-03T14:00:56.094Z,2024-11-03T14:00:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640145,6,1,1,0,12,6o6989d7o4w1kn35cu75y1mny,1,26.8,47.5,2024-11-03T14:00:56.302Z,2024-11-03T14:09:07Z,5338415055,56,Back,5338415057,140,35.6,5338415061,212,12.5,5338478019,3,,5338415065,213,5.55,5338415059,141,35.2,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640157,7,1,1,0,13,6o6989d7o4w1kn35cu75y1mny,1,35.8,35.2,2024-11-03T14:00:56.942Z,2024-11-03T14:00:57Z,5338415137,140,28.1,5338415141,212,14.6,5338415143,213,2.16,5338415135,56,Back,5338415139,141,53.1,,,,,,,,,,d3uulb80d2j3hciw1v7ueodwq,M. Cato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640203,8,1,1,0,13,6o6989d7o4w1kn35cu75y1mny,1,28.1,53.1,2024-11-03T14:00:57.487Z,2024-11-03T14:01:00Z,5338415363,213,1.83,5338415357,140,25.0,5338415361,212,12.5,5338415355,56,Back,5338415359,141,70.8,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640211,9,1,1,0,16,6o6989d7o4w1kn35cu75y1mny,0,24.9,72.7,2024-11-03T14:01:00.239Z,2024-11-03T14:09:46Z,5338415425,141,82.6,5338415429,213,0.74,5338415423,140,31.9,5338415427,212,10.0,5338415421,56,Back,,,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640221,7,61,1,0,17,36tr17foeaf9ejjmt2txuoy3y,1,64.3,12.2,2024-11-03T14:01:00.924Z,2024-11-03T14:01:01Z,5338415463,56,Right,,,,,,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640263,10,1,1,0,20,6o6989d7o4w1kn35cu75y1mny,0,30.9,67.5,2024-11-03T14:01:03.926Z,2024-11-03T14:01:22Z,5338415677,140,27.2,5338415679,141,65.5,5338415681,212,4.1,5338415683,213,3.48,5338415675,56,Back,,,,,,,,,,cpd3iq3dx1c9p1g74331i2mtw,S. Hopcroft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640283,8,49,1,0,21,36tr17foeaf9ejjmt2txuoy3y,1,75.5,36.6,2024-11-03T14:01:04.945Z,2024-11-03T14:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640297,9,15,1,0,22,36tr17foeaf9ejjmt2txuoy3y,1,81.6,38.9,2024-11-03T14:01:05.684Z,2024-11-03T14:10:57Z,5338415837,22,,5338416547,233,11,5338416091,20,,5338416527,147,48.0,5338494539,78,,5338415841,56,Center,5338415839,18,,5338416523,458,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,5338416525,146,99.0,5338416519,102,49.4,5338416521,103,6.3,,,,,,,,,,,,,,,,,,,,
2743640323,11,10,1,0,22,6o6989d7o4w1kn35cu75y1mny,1,5.8,53.4,2024-11-03T14:01:05.784Z,2024-11-03T14:01:13Z,5338415987,56,Back,5338415983,182,,5338416239,233,9,5338416107,177,,5338416495,179,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640353,12,52,1,0,24,6o6989d7o4w1kn35cu75y1mny,1,5.8,53.4,2024-11-03T14:01:08.266Z,2024-11-03T14:01:10Z,,,,,,,,,,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640693,13,1,1,0,41,6o6989d7o4w1kn35cu75y1mny,1,12,56.3,2024-11-03T14:01:25.046Z,2024-11-03T14:11:23Z,5338417879,140,34.1,5338417899,1,,5338417893,213,0.85,5338417885,141,95.4,5338498307,189,,5338417875,123,,5338417889,212,35.3,5338417877,56,Back,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640647,10,83,1,0,43,36tr17foeaf9ejjmt2txuoy3y,0,73.9,12.9,2024-11-03T14:01:26.977Z,2024-11-03T14:12:09Z,5338418097,399,2jwojltrp06sa8qloordtohrd,,,,,,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640717,14,1,1,0,45,6o6989d7o4w1kn35cu75y1mny,1,38.2,84.7,2024-11-03T14:01:29.273Z,2024-11-03T14:12:09Z,5338417965,213,4.62,5338417959,140,37.1,5338417961,141,66.9,5338417963,212,12.2,5338417957,56,Back,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640727,15,43,1,0,46,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-11-03T14:01:30.199Z,2024-11-03T14:01:31Z,5338418031,56,Back,5338418045,141,66.9,5338418051,212,0,5338418111,144,1,5338418037,140,37.1,5338418057,213,0.00,,,,,,,d3uulb80d2j3hciw1v7ueodwq,M. Cato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640769,16,1,1,0,48,6o6989d7o4w1kn35cu75y1mny,1,38.8,68.7,2024-11-03T14:01:31.646Z,2024-11-03T14:13:10Z,5338418275,213,5.85,5338418265,56,Center,5338418271,141,55.8,5338418273,212,20.8,5338418267,140,56.8,,,,,,,,,,cpd3iq3dx1c9p1g74331i2mtw,S. Hopcroft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640815,17,1,1,0,49,6o6989d7o4w1kn35cu75y1mny,1,59.5,57,2024-11-03T14:01:32.719Z,2024-11-03T14:01:34Z,5338418507,212,17.3,5338418503,140,72.0,5338418499,56,Center,5338418509,213,0.71,5338418505,141,73.5,,,,,,,,,,d3uulb80d2j3hciw1v7ueodwq,M. Cato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640875,18,1,1,0,51,6o6989d7o4w1kn35cu75y1mny,0,75.1,67.8,2024-11-03T14:01:34.694Z,2024-11-03T14:01:37Z,5338418777,56,Center,5338418785,213,6.23,5338418779,140,96.5,5338418783,212,22.5,5338418781,141,66.1,,,,,,,,,,6spinfzc1go7q5euom2apcdwq,A. Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640929,11,49,1,0,56,36tr17foeaf9ejjmt2txuoy3y,1,7.2,26.1,2024-11-03T14:01:40.434Z,2024-11-03T14:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743640947,19,83,1,0,57,6o6989d7o4w1kn35cu75y1mny,0,97.7,83.5,2024-11-03T14:01:40.815Z,2024-11-03T14:01:44Z,5338419453,399,c6k1w8sothxmc08dbhqjzp1w5,,,,,,,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641003,12,1,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,7.8,11.6,2024-11-03T14:01:41.458Z,2024-11-03T14:01:44Z,5338419427,213,6.07,5338419421,140,24.5,5338419423,141,6.1,5338419419,56,Back,5338419425,212,17.9,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641117,13,1,1,1,3,36tr17foeaf9ejjmt2txuoy3y,1,28.8,4.4,2024-11-03T14:01:46.657Z,2024-11-03T14:01:49Z,5338420075,56,Back,5338420081,212,14.5,5338420077,140,15.1,5338420079,141,7.1,5338420085,213,3.01,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641191,14,1,1,1,5,36tr17foeaf9ejjmt2txuoy3y,1,15.1,7.1,2024-11-03T14:01:49.026Z,2024-11-03T14:01:51Z,5338420415,140,3.2,5338420417,141,36.4,5338420419,212,23.5,5338420413,56,Back,5338420421,213,2.13,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641343,15,1,1,1,8,36tr17foeaf9ejjmt2txuoy3y,1,3,34.2,2024-11-03T14:01:51.585Z,2024-11-03T14:01:58Z,5338421257,141,58.7,5338421261,213,1.35,5338421255,140,6.6,5338421253,56,Back,5338421259,212,17.1,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641413,16,1,1,1,15,36tr17foeaf9ejjmt2txuoy3y,1,29.9,70.3,2024-11-03T14:01:58.834Z,2024-11-03T14:02:03Z,5338421669,141,95.9,5338421673,213,0.96,5338421671,212,21.2,5338421665,56,Back,5338421667,140,41.5,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641505,17,1,1,1,19,36tr17foeaf9ejjmt2txuoy3y,1,56.1,91.7,2024-11-03T14:02:03.490Z,2024-11-03T14:02:08Z,5338422203,56,Left,5338422209,212,12.0,5338422207,141,95.4,5338422211,213,0.21,5338422205,140,67.3,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641623,18,1,1,1,25,36tr17foeaf9ejjmt2txuoy3y,1,54.9,77.6,2024-11-03T14:02:08.785Z,2024-11-03T14:02:14Z,5338422855,141,84.7,5338422857,212,15.5,5338422859,213,2.82,5338422853,140,40.9,5338422851,56,Back,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641699,19,1,1,1,30,36tr17foeaf9ejjmt2txuoy3y,1,55.8,78.7,2024-11-03T14:02:13.937Z,2024-11-03T14:02:17Z,5338423231,141,62.1,5338423227,56,Center,5338423235,212,13.8,5338423239,213,5.33,5338423229,140,63.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641837,20,1,1,1,34,36tr17foeaf9ejjmt2txuoy3y,1,54.7,44.3,2024-11-03T14:02:17.537Z,2024-11-03T14:02:24Z,5338423909,212,16.8,5338423905,141,20.0,5338423901,140,51.9,5338423895,56,Right,5338423913,213,4.54,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641885,21,1,1,1,40,36tr17foeaf9ejjmt2txuoy3y,1,66.6,9.1,2024-11-03T14:02:23.874Z,2024-11-03T14:02:26Z,5338424145,140,71.3,5338424151,213,5.58,5338424147,141,2.9,5338424149,212,6.5,5338424143,56,Right,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642059,22,1,1,1,42,36tr17foeaf9ejjmt2txuoy3y,1,68.6,5.6,2024-11-03T14:02:26.193Z,2024-11-03T14:02:32Z,5338424957,213,2.18,5338424953,141,28.3,5338424951,140,58.3,5338424949,56,Center,5338424955,212,18.8,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642185,23,1,1,1,48,36tr17foeaf9ejjmt2txuoy3y,1,64,38,2024-11-03T14:02:32.129Z,2024-11-03T14:02:37Z,5338425543,56,Center,5338425549,212,17.6,5338425547,141,63.6,5338425551,213,1.71,5338425545,140,61.7,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642237,24,1,1,1,53,36tr17foeaf9ejjmt2txuoy3y,1,64.4,68.7,2024-11-03T14:02:37.010Z,2024-11-03T14:02:40Z,5338425847,56,Left,5338425853,212,21.4,5338425851,141,92.9,5338425849,140,77.4,5338425855,213,0.88,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642285,25,1,1,1,56,36tr17foeaf9ejjmt2txuoy3y,1,77.4,92.9,2024-11-03T14:02:40.274Z,2024-11-03T14:02:43Z,5338426145,56,Left,5338426149,141,85.1,5338426147,140,65.7,5338426151,212,13.4,5338426153,213,3.55,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642321,26,1,1,1,59,36tr17foeaf9ejjmt2txuoy3y,1,66.5,85.1,2024-11-03T14:02:42.994Z,2024-11-03T14:02:44Z,5338426329,213,0.49,5338426323,140,77.5,5338426321,56,Left,5338426325,141,94.2,5338426327,212,13.1,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642399,27,1,1,2,1,36tr17foeaf9ejjmt2txuoy3y,1,75.4,94.8,2024-11-03T14:02:44.786Z,2024-11-03T14:02:48Z,5338426699,213,3.62,5338426691,56,Left,5338426693,140,63.2,5338426695,141,85.1,5338426697,212,14.4,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642479,28,1,1,2,4,36tr17foeaf9ejjmt2txuoy3y,1,60.1,85.4,2024-11-03T14:02:48.225Z,2024-11-03T14:02:51Z,5338427079,141,78.4,5338427083,213,3.40,5338427075,56,Back,5338427081,212,18.4,5338427077,140,43.2,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642549,29,1,1,2,8,36tr17foeaf9ejjmt2txuoy3y,1,46.3,79.9,2024-11-03T14:02:51.681Z,2024-11-03T14:02:54Z,5338427429,212,22.9,5338427423,56,Left,5338427425,140,65.9,5338427431,213,0.45,5338427427,141,94.7,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642609,30,1,1,2,11,36tr17foeaf9ejjmt2txuoy3y,1,64.6,92.4,2024-11-03T14:02:54.706Z,2024-11-03T14:02:57Z,5338427729,56,Left,5338427743,213,5.87,5338427741,212,7.0,5338427733,140,70.7,5338427737,141,88.3,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642695,31,1,1,2,13,36tr17foeaf9ejjmt2txuoy3y,1,70.7,88.3,2024-11-03T14:02:57.202Z,2024-11-03T14:03:01Z,5338428129,213,0.09,5338428113,56,Left,5338428121,141,90.8,5338428125,212,18.7,5338428117,140,88.4,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642613,20,83,1,2,13,6o6989d7o4w1kn35cu75y1mny,0,32,21.3,2024-11-03T14:02:57.318Z,2024-11-03T14:03:05Z,5338428745,399,10d8jj5vwrmib55tth0isfvft,,,,,,,,,,,,,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642799,32,1,1,2,17,36tr17foeaf9ejjmt2txuoy3y,1,90,92.1,2024-11-03T14:03:01.202Z,2024-11-03T14:03:04Z,5338428667,56,Center,5338428675,213,5.11,5338428663,155,,5338428671,141,68.4,5338428673,212,17.5,5338428669,140,96.5,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642805,33,1,1,2,20,36tr17foeaf9ejjmt2txuoy3y,1,96.5,68.4,2024-11-03T14:03:04.433Z,2024-11-03T14:03:06Z,5338428705,56,Center,5338428709,140,91.8,5338428711,141,57.9,5338428717,213,4.11,5338428713,212,8.7,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642915,34,1,1,2,22,36tr17foeaf9ejjmt2txuoy3y,1,92.2,60.3,2024-11-03T14:03:06.002Z,2024-11-03T14:18:00Z,5338429251,212,7.8,5338429239,56,Center,5338429243,140,85.5,5338429247,141,65.2,5338559197,210,15,5338429255,213,2.70,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2743642925,35,15,1,2,25,36tr17foeaf9ejjmt2txuoy3y,1,87.7,63.2,2024-11-03T14:03:08.898Z,2024-11-03T14:55:48Z,5338559253,147,61.7,5338559247,102,51.8,5338429313,22,,5338557329,82,,5338559257,231,51.1,5338559243,55,34,5338429317,56,Center,5338559249,103,19,23kah59nbx1m7ro3imaaevoph,J. Roord,5338559239,78,,5338559251,146,89.3,5338559241,29,,,5338850505,64,5338559301,233,21,5338559255,230,99.4,5338559237,72,,,,,,,,,
2743642959,21,10,1,2,25,6o6989d7o4w1kn35cu75y1mny,1,10.5,45.5,2024-11-03T14:03:08.998Z,2024-11-03T14:18:01Z,5338429549,56,Back,5338559327,233,35,5338429547,94,,,,,,,,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743643117,22,12,1,2,26,6o6989d7o4w1kn35cu75y1mny,1,10.8,47,2024-11-03T14:03:10.198Z,2024-11-03T14:18:44Z,5338430355,140,17.9,5338430359,212,9.2,5338430353,56,Back,5338430361,213,5.66,5338430357,141,39.1,,,,,,,,,,f204o8gildjfs87uhezqphul0,B. Aspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743642979,36,1,1,2,27,36tr17foeaf9ejjmt2txuoy3y,1,87.2,53.9,2024-11-03T14:03:11.154Z,2024-11-03T14:03:12Z,5338429659,56,Center,5338429665,141,64.0,5338429667,212,6.9,5338429669,213,1.68,5338429663,140,86.5,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743643067,37,1,1,2,28,36tr17foeaf9ejjmt2txuoy3y,1,85.6,64.6,2024-11-03T14:03:12.418Z,2024-11-03T14:03:16Z,5338430117,213,1.23,5338430113,141,81.8,5338430111,140,89.6,5338430115,212,12.4,5338430109,56,Left,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
