id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2743734341,614,1,2,46,41,36tr17foeaf9ejjmt2txuoy3y,1,61.7,65.5,2024-11-03T15:08:23.379Z,2024-11-03T15:08:25Z,5338919141,212,7.7,5338919145,213,2.05,5338919133,140,58.3,5338919137,141,75.6,5338919131,56,Center,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734401,615,1,2,46,43,36tr17foeaf9ejjmt2txuoy3y,1,57.9,76,2024-11-03T15:08:24.932Z,2024-11-03T15:08:27Z,5338919485,212,13.9,5338919471,56,Left,5338919481,141,93.5,5338919487,213,1.03,5338919475,140,64.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734489,616,1,2,46,45,36tr17foeaf9ejjmt2txuoy3y,1,63.5,92.1,2024-11-03T15:08:27.379Z,2024-11-03T15:08:30Z,5338919893,56,Left,5338919899,212,8.7,5338919901,213,0.34,5338919897,141,96.3,5338919895,140,71.3,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734625,617,1,2,46,48,36tr17foeaf9ejjmt2txuoy3y,1,72.6,97.7,2024-11-03T15:08:30.691Z,2024-11-03T15:08:36Z,5338920547,212,18.5,5338920541,140,56.2,5338920549,213,3.51,5338920545,141,87.8,5338920537,56,Left,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734745,618,1,2,46,54,36tr17foeaf9ejjmt2txuoy3y,1,57.9,89.9,2024-11-03T15:08:36.548Z,2024-11-03T15:08:40Z,5338921113,56,Left,5338921121,213,5.95,5338921119,212,10.1,5338921117,141,85.1,5338921115,140,67.0,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734781,619,1,2,46,58,36tr17foeaf9ejjmt2txuoy3y,1,67,85.1,2024-11-03T15:08:40.547Z,2024-11-03T15:08:41Z,5338921293,212,5.6,5338921289,141,80.3,5338921285,140,62.7,5338921299,213,3.77,5338921283,56,Left,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734801,620,1,2,46,59,36tr17foeaf9ejjmt2txuoy3y,1,62.4,80.8,2024-11-03T15:08:41.604Z,2024-11-03T15:08:42Z,5338921403,213,2.16,5338921401,212,12.3,5338921399,141,95.9,5338921395,56,Left,5338921397,140,55.9,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734873,621,1,2,47,0,36tr17foeaf9ejjmt2txuoy3y,1,55.9,95.9,2024-11-03T15:08:42.692Z,2024-11-03T15:08:46Z,5338921877,141,67.9,5338921881,213,4.13,5338921873,140,43.9,5338921879,212,22.8,5338921869,56,Back,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734939,622,1,2,47,4,36tr17foeaf9ejjmt2txuoy3y,1,44.2,66.7,2024-11-03T15:08:46.691Z,2024-11-03T15:08:49Z,5338922265,213,5.17,5338922259,140,55.5,5338922263,212,27.0,5338922261,141,31.0,5338922257,56,Center,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743734973,623,1,2,47,8,36tr17foeaf9ejjmt2txuoy3y,1,60.7,29.5,2024-11-03T15:08:49.732Z,2024-11-03T15:08:52Z,5338922441,56,Right,5338922449,141,4.7,5338922445,140,71.1,5338922459,213,5.29,5338922455,212,20.1,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735001,624,1,2,47,10,36tr17foeaf9ejjmt2txuoy3y,1,71.1,6.4,2024-11-03T15:08:52.004Z,2024-11-03T15:08:53Z,5338922599,213,1.94,5338922595,141,16.7,5338922593,140,68.5,5338922597,212,7.5,5338922591,56,Right,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735015,625,1,2,47,11,36tr17foeaf9ejjmt2txuoy3y,1,68.5,16.8,2024-11-03T15:08:53.028Z,2024-11-03T15:08:54Z,5338922655,213,0.21,5338922649,140,76.7,5338922651,141,19.5,5338922653,212,8.8,5338922647,56,Right,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735059,626,3,2,47,12,36tr17foeaf9ejjmt2txuoy3y,0,77.4,16,2024-11-03T15:08:54.371Z,2024-11-03T16:05:28Z,5338922879,286,,5338922877,56,Right,5338923349,233,293,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735125,293,7,2,47,12,6o6989d7o4w1kn35cu75y1mny,1,22.6,84,2024-11-03T15:08:54.372Z,2024-11-03T16:05:28Z,5338923203,56,Back,5338923307,233,626,5338923205,285,,,,,,,,,,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735049,292,8,2,47,12,6o6989d7o4w1kn35cu75y1mny,1,21.6,88.3,2024-11-03T15:08:54.476Z,2024-11-03T15:08:54Z,5338922841,56,Back,,,,,,,,,,,,,,,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735185,294,1,2,47,15,6o6989d7o4w1kn35cu75y1mny,0,17.4,96.2,2024-11-03T15:08:57.237Z,2024-11-03T15:08:59Z,5338923527,157,,5338923531,140,56.9,5338923533,141,86.8,5338923539,1,,5338923537,213,6.13,5338923535,212,42.0,5338923529,56,Left,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735307,627,1,2,47,19,36tr17foeaf9ejjmt2txuoy3y,1,31.6,19.1,2024-11-03T15:09:01.206Z,2024-11-03T15:09:05Z,5338924245,56,Back,5338924249,141,50.0,5338924247,140,28.8,5338924253,213,1.71,5338924251,212,21.2,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735381,628,1,2,47,24,36tr17foeaf9ejjmt2txuoy3y,1,28.9,49.6,2024-11-03T15:09:05.764Z,2024-11-03T15:09:10Z,5338924671,141,64.6,5338924677,213,0.74,5338924663,56,Back,5338924667,140,39.6,5338924675,212,15.2,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735455,629,1,2,47,28,36tr17foeaf9ejjmt2txuoy3y,1,39.4,63.7,2024-11-03T15:09:09.907Z,2024-11-03T15:09:13Z,5338925049,140,45.4,5338925055,141,20.3,5338925063,213,4.92,5338925045,56,Back,5338925059,212,30.2,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735507,630,1,2,47,31,36tr17foeaf9ejjmt2txuoy3y,1,55.4,17,2024-11-03T15:09:13.252Z,2024-11-03T15:09:15Z,5338925285,56,Right,5338925293,212,11.3,5338925291,141,5.3,5338925289,140,63.0,5338925295,213,5.50,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735571,631,1,2,47,33,36tr17foeaf9ejjmt2txuoy3y,1,62.9,4.3,2024-11-03T15:09:15.444Z,2024-11-03T15:09:18Z,5338925675,140,44.3,5338925681,213,2.65,5338925677,141,19.5,5338925679,212,22.1,5338925673,56,Back,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735679,632,1,2,47,36,36tr17foeaf9ejjmt2txuoy3y,1,42,20.6,2024-11-03T15:09:18.596Z,2024-11-03T15:09:25Z,5338926311,140,29.2,5338926313,141,41.8,5338926309,56,Back,5338926315,212,19.7,5338926319,213,2.32,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735705,633,1,2,47,43,36tr17foeaf9ejjmt2txuoy3y,1,31.2,41.6,2024-11-03T15:09:25.413Z,2024-11-03T15:09:26Z,5338926439,212,8.8,5338926433,56,Back,5338926441,213,4.76,5338926435,140,31.6,5338926437,141,28.6,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735783,634,1,2,47,44,36tr17foeaf9ejjmt2txuoy3y,1,31.6,28.8,2024-11-03T15:09:26.515Z,2024-11-03T15:09:30Z,5338926917,140,18.9,5338926921,212,15.0,5338926923,213,2.67,5338926913,56,Back,5338926919,141,38.8,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735879,635,1,2,47,48,36tr17foeaf9ejjmt2txuoy3y,1,19.8,39.5,2024-11-03T15:09:30.291Z,2024-11-03T15:09:35Z,5338927429,140,29.8,5338927435,213,1.19,5338927433,212,28.5,5338927427,56,Back,5338927431,141,78.5,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735987,636,1,2,47,53,36tr17foeaf9ejjmt2txuoy3y,0,29.3,81.7,2024-11-03T15:09:35.091Z,2024-11-03T15:09:40Z,5338928025,213,0.08,5338928017,56,Left,5338928027,1,,5338928019,140,89.0,5338928021,141,88.7,5338928023,212,62.9,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743735997,295,49,2,47,59,6o6989d7o4w1kn35cu75y1mny,1,7.9,7.7,2024-11-03T15:09:40.748Z,2024-11-03T15:09:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736083,296,1,2,48,0,6o6989d7o4w1kn35cu75y1mny,1,11.8,7.4,2024-11-03T15:09:42.349Z,2024-11-03T15:09:44Z,5338928509,141,20.1,5338928501,56,Back,5338928517,213,0.25,5338928505,140,44.3,5338928497,157,,5338928513,212,35.2,5338928521,1,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736101,297,1,2,48,2,6o6989d7o4w1kn35cu75y1mny,1,44.3,20.1,2024-11-03T15:09:44.493Z,2024-11-03T15:09:45Z,5338928609,212,11.5,5338928603,56,Back,5338928605,140,33.6,5338928657,156,,5338928607,141,24.0,5338928611,213,2.91,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736131,298,1,2,48,4,6o6989d7o4w1kn35cu75y1mny,0,34.6,22.1,2024-11-03T15:09:46.013Z,2024-11-03T15:09:46Z,5338928799,213,0.60,5338928795,141,42.1,5338928793,140,53.7,5338928797,212,24.2,5338928791,56,Center,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736221,637,1,2,48,6,36tr17foeaf9ejjmt2txuoy3y,1,41,64.2,2024-11-03T15:09:47.972Z,2024-11-03T15:09:50Z,5338929275,213,5.47,5338929267,56,Center,5338929269,140,54.3,5338929271,141,42.4,5338929273,212,20.4,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736229,638,49,2,48,8,36tr17foeaf9ejjmt2txuoy3y,1,60,45.2,2024-11-03T15:09:50.179Z,2024-11-03T15:09:50Z,,,,,,,,,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736337,639,1,2,48,10,36tr17foeaf9ejjmt2txuoy3y,1,69.1,48.8,2024-11-03T15:09:52.357Z,2024-11-03T15:09:55Z,5338929907,213,5.70,5338929895,140,90.6,5338929903,212,27.0,5338929899,141,27.0,5338929893,56,Center,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736501,640,1,2,48,13,36tr17foeaf9ejjmt2txuoy3y,1,90.6,27.3,2024-11-03T15:09:55.603Z,2024-11-03T15:10:15Z,5338930745,213,1.29,5338930727,2,,5338930731,155,,5338932675,154,,5338930739,141,50.7,5338932673,210,15,5338930737,140,95.0,5338930741,212,16.6,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,5338930735,56,Center,,,,,,,1,,,,,,,,,,,,,,,,,,,
2743736515,641,15,2,48,17,36tr17foeaf9ejjmt2txuoy3y,1,94,51.3,2024-11-03T15:09:58.712Z,2024-11-03T15:13:19Z,5338930773,22,,5338932699,103,17.1,5338932687,78,,5338932749,233,299,5338932705,147,50.4,5338932693,55,640,5338931351,328,,5338930777,56,Center,23kah59nbx1m7ro3imaaevoph,J. Roord,5338932701,214,,5338953125,17,,5338932697,102,48.7,,5338932689,29,5338932691,154,,5338931347,15,,5338932703,146,,,98.2,,,,,,
2743736437,299,10,2,48,17,6o6989d7o4w1kn35cu75y1mny,1,1.9,51,2024-11-03T15:09:58.812Z,2024-11-03T15:10:05Z,5338931157,174,,5338931479,233,641,5338930489,56,Back,5338930485,182,,5338931159,179,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736521,300,52,2,48,18,6o6989d7o4w1kn35cu75y1mny,1,2.1,59.3,2024-11-03T15:10:00.661Z,2024-11-03T15:10:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736947,301,1,2,48,39,6o6989d7o4w1kn35cu75y1mny,1,2.3,60.2,2024-11-03T15:10:21.030Z,2024-11-03T15:10:31Z,5338933239,141,89.0,5338934295,189,,5338933231,123,,5338933235,56,Back,5338933243,213,0.82,5338933241,212,26.7,5338933237,140,19.6,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736985,302,1,2,48,41,6o6989d7o4w1kn35cu75y1mny,1,19.7,89.3,2024-11-03T15:10:23.236Z,2024-11-03T15:16:56Z,5338933503,140,32.3,5338933507,212,13.4,5338933501,56,Back,5338933509,213,6.11,5338933505,141,85.9,5338968051,189,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736995,303,3,2,48,42,6o6989d7o4w1kn35cu75y1mny,1,29.3,86.8,2024-11-03T15:10:24.466Z,2024-11-03T16:05:41Z,5338933559,56,Back,5338933663,233,642,5338933561,285,,,,,,,,,,,,,,,,,bibuxh4qtt5zr3er5o8pssvzd,A. Weerden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743736977,642,45,2,48,42,36tr17foeaf9ejjmt2txuoy3y,0,70.7,13.2,2024-11-03T15:10:24.466Z,2024-11-03T16:05:42Z,5338980079,233,303,5338933635,286,,5338933421,56,Right,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737065,304,1,2,48,43,6o6989d7o4w1kn35cu75y1mny,1,23.4,91.6,2024-11-03T15:10:24.756Z,2024-11-03T15:15:57Z,5338933933,212,11.0,5338933927,56,Back,5338933931,141,95.5,5338933935,213,0.24,5338933929,140,33.6,,,,,,,,,,bibuxh4qtt5zr3er5o8pssvzd,A. Weerden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737511,306,61,2,48,44,6o6989d7o4w1kn35cu75y1mny,0,32.6,95.3,2024-11-03T15:10:26.077Z,2024-11-03T15:15:59Z,5338936481,56,Back,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737085,305,5,2,48,45,6o6989d7o4w1kn35cu75y1mny,0,36.7,101.8,2024-11-03T15:10:26.804Z,2024-11-03T16:06:47Z,5338934023,347,,5338934075,233,643,5338934019,56,Back,,,,,,,,,,,,,,,,bibuxh4qtt5zr3er5o8pssvzd,A. Weerden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737059,643,5,2,48,45,36tr17foeaf9ejjmt2txuoy3y,1,63.3,-1.8,2024-11-03T15:10:26.804Z,2024-11-03T16:06:47Z,5338933901,56,Right,5338933905,347,,5338934033,233,305,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737259,644,1,2,48,52,36tr17foeaf9ejjmt2txuoy3y,1,60.3,0,2024-11-03T15:10:34.645Z,2024-11-03T15:10:38Z,5338935105,140,29.5,5338935119,1,,5338935097,107,,5338935113,212,33.4,5338935109,141,11.1,5338935101,56,Back,5338935117,213,2.88,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737309,645,1,2,48,56,36tr17foeaf9ejjmt2txuoy3y,1,26.7,11.1,2024-11-03T15:10:37.860Z,2024-11-03T15:10:41Z,5338935405,212,25.3,5338935399,56,Back,5338935403,141,41.5,5338935407,213,2.19,5338935401,140,12.8,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737579,646,1,2,48,59,36tr17foeaf9ejjmt2txuoy3y,1,11.6,41.5,2024-11-03T15:10:41.556Z,2024-11-03T15:10:54Z,5338936897,141,19.7,5338936895,140,21.1,5338936893,56,Back,5338936899,212,17.9,5338936901,213,5.30,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737605,647,1,2,49,12,36tr17foeaf9ejjmt2txuoy3y,1,27.7,28.5,2024-11-03T15:10:54.180Z,2024-11-03T15:10:55Z,5338937073,140,34.0,5338937071,56,Back,5338937079,213,1.16,5338937077,212,16.5,5338937075,141,50.7,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737675,648,1,2,49,14,36tr17foeaf9ejjmt2txuoy3y,1,34,50.7,2024-11-03T15:10:55.716Z,2024-11-03T15:10:59Z,5338937395,213,2.05,5338937389,140,29.3,5338937387,56,Back,5338937393,212,10.6,5338937391,141,64.5,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737729,649,1,2,49,17,36tr17foeaf9ejjmt2txuoy3y,1,31.7,57.3,2024-11-03T15:10:58.932Z,2024-11-03T15:11:01Z,5338937669,213,4.76,5338937661,56,Back,5338937663,140,32.4,5338937665,141,34.6,5338937667,212,15.5,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737807,650,1,2,49,19,36tr17foeaf9ejjmt2txuoy3y,1,32.5,29.7,2024-11-03T15:11:01.157Z,2024-11-03T15:11:04Z,5338938069,1,,5338938061,140,58.6,5338938063,141,4.6,5338938059,56,Right,5338938065,212,32.3,5338938067,213,5.73,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737939,651,1,2,49,22,36tr17foeaf9ejjmt2txuoy3y,1,62.2,7,2024-11-03T15:11:04.100Z,2024-11-03T15:11:11Z,5338938805,213,0.86,5338938797,56,Center,5338938803,212,17.4,5338938801,141,26.4,5338938799,140,73.0,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743737999,652,1,2,49,29,36tr17foeaf9ejjmt2txuoy3y,1,73,50.4,2024-11-03T15:11:11.621Z,2024-11-03T15:11:13Z,5338939095,56,Center,5338939097,140,61.1,5338939099,141,71.2,5338939103,213,2.29,5338939101,212,18.9,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743738109,653,1,2,49,32,36tr17foeaf9ejjmt2txuoy3y,1,60.8,71.7,2024-11-03T15:11:13.796Z,2024-11-03T15:11:19Z,5338939685,213,1.23,5338939679,140,66.0,5338939677,56,Left,5338939681,141,94.4,5338939683,212,16.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743738155,654,1,2,49,37,36tr17foeaf9ejjmt2txuoy3y,0,78.4,88.3,2024-11-03T15:11:19.028Z,2024-11-03T15:11:20Z,5338939931,213,5.19,5338939927,141,62.4,5338939925,140,87.1,5338939921,155,,5338939923,56,Center,5338939919,2,,5338939929,212,19.8,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743738853,307,12,2,49,39,6o6989d7o4w1kn35cu75y1mny,1,7.9,42.5,2024-11-03T15:11:21.261Z,2024-11-03T15:11:54Z,5338943949,212,8.6,5338943945,140,14.3,5338943947,141,50.3,5338943943,56,Back,5338943953,213,0.67,,,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743738367,655,16,2,49,41,36tr17foeaf9ejjmt2txuoy3y,1,85.4,53.4,2024-11-03T15:11:23.092Z,2024-11-03T15:12:07Z,5338945317,458,,5338943995,374,2024-11-03 15:11:22.162,5338945325,280,PASS_LOST,5338945339,472,654,5338941073,22,,5338945321,231,50.5,5338945319,230,98.2,5338943991,20,,23kah59nbx1m7ro3imaaevoph,J. Roord,5338945331,282,9660,5338945315,328,,5338945311,102,53.9,,5338943999,375,5338945329,281,eb0h79vh5dwggjx7shj0ovetx,5338945313,103,7.6,5338945307,76,49:40.452,,,5338941077,56,Center,5338941075,17,
2743739099,308,1,2,50,23,6o6989d7o4w1kn35cu75y1mny,1,50.2,49.9,2024-11-03T15:12:04.860Z,2024-11-03T15:12:07Z,5338945193,212,16.3,5338945191,141,41.6,5338945187,56,Back,5338945197,279,G,5338945189,140,35.6,5338945195,213,3.49,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739201,309,1,2,50,25,6o6989d7o4w1kn35cu75y1mny,1,35.7,41.8,2024-11-03T15:12:06.885Z,2024-11-03T15:12:10Z,5338945903,212,16.6,5338945899,141,21.6,5338945895,56,Back,5338945905,213,4.12,5338945897,140,26.9,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739281,310,1,2,50,29,6o6989d7o4w1kn35cu75y1mny,1,30.4,23.9,2024-11-03T15:12:10.820Z,2024-11-03T15:12:14Z,5338946377,213,5.34,5338946367,140,39.9,5338946373,212,17.0,5338946363,56,Back,5338946369,141,3.7,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739303,311,1,2,50,32,6o6989d7o4w1kn35cu75y1mny,0,40.6,4.1,2024-11-03T15:12:14.141Z,2024-11-03T15:12:15Z,5338946449,141,11.0,5338946445,56,Right,5338946453,213,0.18,5338946451,212,26.3,5338946447,140,65.2,,,,,,,,,,189vxko1d1i7iiiol5ye10uay,I. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739343,656,49,2,50,34,36tr17foeaf9ejjmt2txuoy3y,1,33.9,78.8,2024-11-03T15:12:16.596Z,2024-11-03T15:12:16Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739373,657,1,2,50,34,36tr17foeaf9ejjmt2txuoy3y,1,33.9,78.8,2024-11-03T15:12:16.628Z,2024-11-03T15:12:17Z,5338946853,56,Back,5338946859,212,12.4,5338946857,141,94.5,5338946861,213,1.03,5338946855,140,40.0,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739465,658,1,2,50,35,36tr17foeaf9ejjmt2txuoy3y,1,40,94.5,2024-11-03T15:12:17.700Z,2024-11-03T15:12:21Z,5338947329,213,4.33,5338947321,56,Back,5338947323,140,36.2,5338947325,141,80.0,5338947327,212,10.6,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739493,659,1,2,50,40,36tr17foeaf9ejjmt2txuoy3y,1,36.4,73.5,2024-11-03T15:12:21.797Z,2024-11-03T15:12:22Z,5338947481,140,29.6,5338947495,213,3.88,5338947477,56,Back,5338947485,141,64.0,5338947491,212,9.6,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743739521,660,1,2,50,41,36tr17foeaf9ejjmt2txuoy3y,1,29.6,64,2024-11-03T15:12:22.806Z,2024-11-03T15:12:24Z,5338947669,140,30.4,5338947671,141,80.3,5338947673,212,11.1,5338947675,213,1.50,5338947667,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
