id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2749034101,10,1,1,0,32,mjejb0x57ms54j9ry6s8njwh,1,45.4,71.5,2024-11-17T15:01:00.060Z,2024-11-17T15:01:02Z,5367985469,140,47.0,5367985475,213,1.45,5367985473,212,14.5,5367985467,56,Back,5367985471,141,92.7,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034109,11,1,1,0,34,mjejb0x57ms54j9ry6s8njwh,1,47,92.7,2024-11-17T15:01:02.156Z,2024-11-17T15:01:03Z,5367985513,212,9.8,5367985507,56,Left,5367985515,213,0.29,5367985511,141,96.8,5367985509,140,55.9,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034123,12,1,1,0,35,mjejb0x57ms54j9ry6s8njwh,1,55.9,96.8,2024-11-17T15:01:03.196Z,2024-11-17T15:01:06Z,5367985571,141,97.4,5367985567,56,Left,5367985573,212,17.3,5367985569,140,72.4,5367985575,213,0.02,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034127,13,3,1,0,38,mjejb0x57ms54j9ry6s8njwh,0,75.2,97.1,2024-11-17T15:01:05.578Z,2024-11-17T19:28:26Z,5367985591,286,,5367985589,56,Left,5367985601,233,6,5368397585,465,,,,,,,,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034125,6,7,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,1,24.8,2.9,2024-11-17T15:01:05.579Z,2024-11-17T19:28:24Z,5367985597,233,13,5367985583,167,,5368397569,385,,5367985585,56,Back,5367985587,285,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034129,7,5,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,0,25,-1.1,2024-11-17T15:01:06.204Z,2024-11-17T15:01:10Z,5367985595,347,,5367985627,233,14,5367985593,56,Back,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034133,14,5,1,0,38,mjejb0x57ms54j9ry6s8njwh,1,75,101.1,2024-11-17T15:01:06.204Z,2024-11-17T15:08:14Z,5367985611,347,,5367985609,56,Left,5367985617,233,7,,,,,,,,,,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034149,15,1,1,0,43,mjejb0x57ms54j9ry6s8njwh,1,73.7,100,2024-11-17T15:01:10.684Z,2024-11-17T15:01:13Z,5367985717,141,96.0,5367985715,140,56.6,5367985721,213,3.33,5367985713,56,Left,5367985719,212,18.3,5367985711,107,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034167,16,1,1,0,46,mjejb0x57ms54j9ry6s8njwh,1,54.4,94.7,2024-11-17T15:01:13.644Z,2024-11-17T15:01:18Z,5367985797,56,Back,5367985801,141,64.2,5367985799,140,43.9,5367985803,212,23.5,5367985805,213,4.22,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034181,17,1,1,0,51,mjejb0x57ms54j9ry6s8njwh,1,46.9,64.8,2024-11-17T15:01:18.429Z,2024-11-17T15:01:21Z,5367985895,141,80.2,5367985897,212,10.5,5367985899,213,1.61,5367985891,56,Back,5367985893,140,46.5,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034201,18,1,1,0,53,mjejb0x57ms54j9ry6s8njwh,1,45,79.1,2024-11-17T15:01:20.877Z,2024-11-17T15:01:24Z,5367985989,213,4.43,5367985981,56,Back,5367985985,141,54.8,5367985987,212,17.2,5367985983,140,40.4,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034211,19,1,1,0,56,mjejb0x57ms54j9ry6s8njwh,0,40.5,54.8,2024-11-17T15:01:24.125Z,2024-11-17T15:01:27Z,5367986037,213,0.26,5367986029,56,Center,5367986035,212,28.9,5367986027,155,,5367986031,140,67.1,5367986033,141,65.8,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034207,8,44,1,0,58,7kt37xy93vjy6wac8vq6fqz3g,1,29.4,33.6,2024-11-17T15:01:25.739Z,2024-11-17T15:12:16Z,5367986065,233,20,5367986013,285,,5367986011,56,Back,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034215,20,44,1,0,58,mjejb0x57ms54j9ry6s8njwh,0,70.6,66.4,2024-11-17T15:01:25.740Z,2024-11-17T15:12:16Z,5367986071,233,8,5367986045,56,Center,5367986047,286,,,,,,,,,,,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034209,9,1,1,0,58,7kt37xy93vjy6wac8vq6fqz3g,0,23.7,32.8,2024-11-17T15:01:26.172Z,2024-11-17T15:01:26Z,5367986015,3,,5367986017,56,Back,5367986019,140,29.9,5367986025,213,0.86,5367986023,212,10.0,5367986021,141,43.9,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034227,21,3,1,1,0,mjejb0x57ms54j9ry6s8njwh,0,70,57.1,2024-11-17T15:01:27.363Z,2024-11-17T19:28:47Z,5367986111,233,10,5368397815,464,,5367986075,56,Center,5367986077,286,,,,,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034233,10,7,1,1,0,7kt37xy93vjy6wac8vq6fqz3g,1,30,42.9,2024-11-17T15:01:27.364Z,2024-11-17T19:28:51Z,5368397857,384,,5367986091,56,Back,5367986105,233,21,5367986093,285,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037019,87,3,1,1,2,7kt37xy93vjy6wac8vq6fqz3g,1,30.8,43.7,2024-11-17T15:01:30.063Z,2024-11-17T19:28:55Z,5368002377,233,150,5368002051,285,,5368397885,465,,5368002049,56,Back,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037017,150,45,1,1,2,mjejb0x57ms54j9ry6s8njwh,0,69.2,56.3,2024-11-17T15:01:30.063Z,2024-11-17T15:12:14Z,5368002407,233,87,5368002373,56,Center,5368002375,286,,,,,,,,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034237,11,49,1,1,3,7kt37xy93vjy6wac8vq6fqz3g,1,28.4,47.3,2024-11-17T15:01:30.579Z,2024-11-17T15:12:04Z,,,,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034277,12,1,1,1,3,7kt37xy93vjy6wac8vq6fqz3g,1,31.5,50.9,2024-11-17T15:01:30.828Z,2024-11-17T15:01:39Z,5367986251,56,Back,5367986253,140,48.3,5367986257,212,18.3,5367986255,141,58.1,5367986259,213,0.27,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034283,13,3,1,1,12,7kt37xy93vjy6wac8vq6fqz3g,0,78,69.8,2024-11-17T15:01:39.659Z,2024-11-17T19:29:06Z,5368397957,464,,5367986335,233,22,5367986285,286,,5367986283,56,Center,,,,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034289,22,7,1,1,12,mjejb0x57ms54j9ry6s8njwh,1,22,30.2,2024-11-17T15:01:39.660Z,2024-11-17T19:29:10Z,5368398023,383,,5367986331,233,13,5367986317,285,,5367986315,56,Back,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034291,23,49,1,1,14,mjejb0x57ms54j9ry6s8njwh,1,22.7,22.4,2024-11-17T15:01:41.245Z,2024-11-17T15:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034299,24,1,1,1,14,mjejb0x57ms54j9ry6s8njwh,1,22.7,22.4,2024-11-17T15:01:41.522Z,2024-11-17T15:01:43Z,5367986375,212,5.0,5367986377,213,6.17,5367986369,56,Back,5367986373,141,21.6,5367986371,140,27.4,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034307,25,1,1,1,15,mjejb0x57ms54j9ry6s8njwh,1,28,21.2,2024-11-17T15:01:43.212Z,2024-11-17T15:01:45Z,5367986431,141,5.6,5367986423,56,Back,5367986427,140,44.6,5367986439,213,5.74,5367986435,212,20.4,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034313,26,1,1,1,18,mjejb0x57ms54j9ry6s8njwh,1,43.7,5.9,2024-11-17T15:01:45.837Z,2024-11-17T15:01:47Z,5367986455,212,6.3,5367986457,213,3.30,5367986451,140,37.8,5367986449,56,Back,5367986453,141,4.4,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034323,27,1,1,1,20,mjejb0x57ms54j9ry6s8njwh,1,37.8,4.4,2024-11-17T15:01:47.581Z,2024-11-17T15:01:50Z,5367986503,56,Back,5367986511,213,1.18,5367986507,141,17.0,5367986505,140,41.2,5367986509,212,9.3,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034333,28,1,1,1,22,mjejb0x57ms54j9ry6s8njwh,1,40.4,20.4,2024-11-17T15:01:50.173Z,2024-11-17T15:01:52Z,5367986571,212,22.8,5367986565,56,Back,5367986567,140,32.9,5367986573,213,1.92,5367986569,141,51.9,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034353,29,1,1,1,25,mjejb0x57ms54j9ry6s8njwh,1,33.3,58.7,2024-11-17T15:01:52.652Z,2024-11-17T15:01:57Z,5367986675,213,1.18,5367986669,140,38.6,5367986673,212,14.7,5367986667,56,Back,5367986671,141,78.7,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034357,30,1,1,1,29,mjejb0x57ms54j9ry6s8njwh,1,43.7,77.6,2024-11-17T15:01:56.893Z,2024-11-17T15:01:58Z,5367986695,140,56.0,5367986697,141,97.5,5367986699,212,18.7,5367986693,56,Left,5367986701,213,0.81,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034379,31,1,1,1,30,mjejb0x57ms54j9ry6s8njwh,1,56.7,97.8,2024-11-17T15:01:58.156Z,2024-11-17T15:02:03Z,5367986793,140,60.8,5367986797,212,7.9,5367986795,141,88.0,5367986791,56,Left,5367986799,213,5.29,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034395,32,1,1,1,35,mjejb0x57ms54j9ry6s8njwh,1,62.3,69.7,2024-11-17T15:02:03.038Z,2024-11-17T15:02:08Z,5367986861,140,82.9,5367986857,196,,5367986855,155,,5367986869,1,,5367986863,141,9.2,5367986867,213,5.20,5367986859,56,Right,5367986865,212,46.5,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034413,33,1,1,1,40,mjejb0x57ms54j9ry6s8njwh,1,90,9.8,2024-11-17T15:02:08.157Z,2024-11-17T19:29:34Z,5367986935,1,,5367986925,56,Center,5367986923,155,,5368398213,20,,5367986933,213,1.62,5367986929,141,72.9,5368398243,345,,5367986931,212,43.0,230r9tcwg89z5b9kxdqwi336d,G. Fisk,5368398211,224,5367986921,2,5367986927,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034415,34,1,1,1,46,mjejb0x57ms54j9ry6s8njwh,1,84.8,76.7,2024-11-17T15:02:13.373Z,2024-11-17T15:02:15Z,5367986947,140,72.2,5367986951,212,16.2,5367986945,56,Center,5367986953,213,3.76,5367986949,141,62.9,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034421,35,1,1,1,48,mjejb0x57ms54j9ry6s8njwh,1,72.2,62.9,2024-11-17T15:02:15.373Z,2024-11-17T15:02:17Z,5367986979,141,72.9,5367986975,56,Center,5367986977,140,65.9,5367986981,212,9.5,5367986983,213,2.34,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034425,36,1,1,1,50,mjejb0x57ms54j9ry6s8njwh,1,64.1,70.3,2024-11-17T15:02:17.549Z,2024-11-17T15:02:19Z,5367987011,212,17.8,5367987013,213,4.63,5367987009,141,44.2,5367987005,56,Center,5367987007,140,62.7,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034437,37,1,1,1,51,mjejb0x57ms54j9ry6s8njwh,1,62.5,44.2,2024-11-17T15:02:19.052Z,2024-11-17T15:02:23Z,5367987073,140,48.1,5367987075,141,58.5,5367987077,212,18.0,5367987071,56,Back,5367987079,213,2.57,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034453,38,1,1,1,55,mjejb0x57ms54j9ry6s8njwh,1,48.1,59.9,2024-11-17T15:02:23.022Z,2024-11-17T15:02:26Z,5367987149,212,17.8,5367987145,140,52.8,5367987151,213,1.29,5367987147,141,85.0,5367987143,56,Left,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034465,39,1,1,1,58,mjejb0x57ms54j9ry6s8njwh,1,52.8,85.4,2024-11-17T15:02:25.949Z,2024-11-17T15:02:27Z,5367987189,141,95.9,5367987191,212,10.1,5367987193,213,0.79,5367987187,140,59.6,5367987185,56,Left,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
