id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2768488085,7,1,1,0,17,36tr17foeaf9ejjmt2txuoy3y,1,44.7,72,2025-01-25T12:00:45.747Z,2025-01-25T12:05:32Z,5473481799,56,Back,5473481803,141,61.4,5473481805,212,12.6,5473481807,213,3.75,5473481801,140,34.8,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488123,8,1,1,0,20,36tr17foeaf9ejjmt2txuoy3y,1,32.6,66,2025-01-25T12:00:48.867Z,2025-01-25T12:05:54Z,5473481965,213,0.04,5473481959,140,41.5,5473481957,56,Back,5473481963,212,9.4,5473481961,141,66.6,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488135,9,1,1,0,23,36tr17foeaf9ejjmt2txuoy3y,1,41.2,66.6,2025-01-25T12:00:51.925Z,2025-01-25T12:07:31Z,5473482053,141,63.9,5473482049,56,Back,5473482057,213,3.42,5473482051,140,35.0,5473482055,212,6.8,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488161,10,1,1,0,25,36tr17foeaf9ejjmt2txuoy3y,1,34.2,64.3,2025-01-25T12:00:54.227Z,2025-01-25T12:00:57Z,5473482215,141,86.3,5473482217,212,16.4,5473482219,213,1.15,5473482211,56,Back,5473482213,140,40.5,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488225,11,1,1,0,28,36tr17foeaf9ejjmt2txuoy3y,1,43.8,86.6,2025-01-25T12:00:56.915Z,2025-01-25T12:07:45Z,5473482533,141,67.2,5473482535,212,15.5,5473482529,56,Back,5473482531,140,36.0,5473482537,213,4.16,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488229,12,1,1,0,36,36tr17foeaf9ejjmt2txuoy3y,0,40.9,70.3,2025-01-25T12:01:04.563Z,2025-01-25T12:07:57Z,5473482551,213,0.04,5473482545,140,58.9,5473482547,141,71.5,5473482549,212,18.9,5473482543,56,Center,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488227,5,8,1,0,36,8l30dsub3sutr6j3ruvk650xc,1,48.7,22.1,2025-01-25T12:01:05.139Z,2025-01-25T17:20:53Z,5473482541,56,Back,5475312581,384,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488241,6,49,1,0,38,8l30dsub3sutr6j3ruvk650xc,1,41.1,18.3,2025-01-25T12:01:06.532Z,2025-01-25T12:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,321yjdo3gio1l33hc1pdps4wl,A. Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488271,7,1,1,0,38,8l30dsub3sutr6j3ruvk650xc,1,41,15.9,2025-01-25T12:01:07.106Z,2025-01-25T12:01:09Z,5473482805,141,11.7,5473482803,140,24.9,5473482809,213,3.31,5473482801,56,Back,5473482807,212,17.1,,,,,,,,,,321yjdo3gio1l33hc1pdps4wl,A. Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488321,8,1,1,0,41,8l30dsub3sutr6j3ruvk650xc,1,23.7,12.3,2025-01-25T12:01:09.602Z,2025-01-25T12:01:13Z,5473483073,56,Back,5473483079,212,24.9,5473483081,213,2.10,5473483077,141,43.9,5473483075,140,11.7,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488349,9,1,1,0,44,8l30dsub3sutr6j3ruvk650xc,0,10.4,53,2025-01-25T12:01:13.123Z,2025-01-25T12:01:16Z,5473483227,141,86.8,5473483221,157,,5473483225,140,46.5,5473483223,56,Back,5473483229,212,44.3,5473483235,1,,5473483231,213,0.55,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488671,15,1,1,0,46,36tr17foeaf9ejjmt2txuoy3y,0,54.8,19,2025-01-25T12:01:14.804Z,2025-01-25T12:08:50Z,5473508353,3,,5473508359,140,70.2,5473508363,212,17.6,5473508357,56,Right,5473508365,213,5.87,5473508361,141,8.6,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488413,10,1,1,0,52,8l30dsub3sutr6j3ruvk650xc,1,31.7,94.1,2025-01-25T12:01:20.531Z,2025-01-25T12:01:22Z,5473483531,141,68.1,5473483533,212,18.7,5473483529,140,37.4,5473483535,213,5.04,5473483527,56,Back,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488485,11,1,1,0,54,8l30dsub3sutr6j3ruvk650xc,1,38.5,70.2,2025-01-25T12:01:22.531Z,2025-01-25T12:01:29Z,5473483905,141,93.8,5473483903,140,45.6,5473483901,56,Back,5473483909,213,1.14,5473483907,212,17.7,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488491,12,1,1,0,58,8l30dsub3sutr6j3ruvk650xc,0,44,92,2025-01-25T12:01:26.843Z,2025-01-25T12:09:51Z,5473483933,140,61.7,5473483931,56,Left,5473483939,213,0.35,5473483937,212,19.8,5473483935,141,100.0,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488495,13,5,1,1,0,8l30dsub3sutr6j3ruvk650xc,0,61.5,102,2025-01-25T12:01:28.421Z,2025-01-25T12:49:20Z,5473483957,347,,5473513013,233,13,5473483955,56,Left,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488661,13,5,1,1,0,36tr17foeaf9ejjmt2txuoy3y,1,38.5,-2,2025-01-25T12:01:28.421Z,2025-01-25T12:49:20Z,5473512983,347,,5473513009,233,13,5473512981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488669,14,1,1,1,15,36tr17foeaf9ejjmt2txuoy3y,1,31.2,0,2025-01-25T12:01:43.627Z,2025-01-25T12:10:17Z,5473514141,141,10.7,5473514147,1,,5473514145,213,2.77,5473514139,140,10.7,5473514143,212,23.1,5473514135,107,,5473514137,56,Back,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488675,16,1,1,1,16,36tr17foeaf9ejjmt2txuoy3y,1,12.5,11.5,2025-01-25T12:01:44.979Z,2025-01-25T12:10:35Z,5473515459,56,Back,5473515463,141,67.7,5473515469,1,,5473515465,212,39.3,5473515461,140,3.7,5473515467,213,1.81,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488747,23,43,1,1,21,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-01-25T12:01:50.259Z,2025-01-25T12:10:57Z,5473485093,56,Back,5473485099,212,38.6,5473485103,1,0,5473516785,144,1,5473485097,141,69.1,5473485095,140,3.5,5473485101,213,1.80,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488681,17,43,1,1,24,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-01-25T12:01:53.171Z,2025-01-25T12:11:01Z,5473516305,213,6.02,5473516299,140,50.0,5473517037,144,1,5473516301,141,50.0,5473516307,1,0,5473516297,56,Center,5473516303,212,44.5,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488767,24,1,1,1,24,36tr17foeaf9ejjmt2txuoy3y,1,5.9,67.6,2025-01-25T12:01:53.299Z,2025-01-25T12:01:56Z,5473485213,141,69.4,5473485211,140,21.6,5473485217,213,0.07,5473485209,56,Back,5473485215,212,16.5,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488831,25,1,1,1,28,36tr17foeaf9ejjmt2txuoy3y,1,24,65.4,2025-01-25T12:01:56.419Z,2025-01-25T12:02:04Z,5473485517,141,95.0,5473485519,212,27.2,5473485513,56,Back,5473485521,213,0.83,5473485515,140,41.4,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488885,26,2,1,1,35,36tr17foeaf9ejjmt2txuoy3y,1,61,82.8,2025-01-25T12:02:04.067Z,2025-01-25T12:11:23Z,5473485751,141,63.0,5473485773,7,wupxscyf4x7rsjidpmp0wnv9,5473485749,140,75.5,5473485775,56,Center,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768488899,14,55,1,1,35,8l30dsub3sutr6j3ruvk650xc,1,28.9,21.1,2025-01-25T12:02:04.068Z,2025-01-25T12:49:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489213,15,1,1,2,5,8l30dsub3sutr6j3ruvk650xc,1,24,28.5,2025-01-25T12:02:33.972Z,2025-01-25T12:02:37Z,5473487397,140,12.5,5473487391,5,,5473487395,56,Back,5473487403,213,2.32,5473487393,241,,5473487399,141,47.5,5473487401,212,17.7,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489269,16,1,1,2,8,8l30dsub3sutr6j3ruvk650xc,1,14.9,47.9,2025-01-25T12:02:37.155Z,2025-01-25T12:02:42Z,5473487695,1,,5473487685,56,Back,5473487687,140,47.1,5473487691,212,46.3,5473487693,213,0.75,5473487683,155,,5473487689,141,94.4,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489425,17,3,1,2,14,8l30dsub3sutr6j3ruvk650xc,1,54,95.7,2025-01-25T12:02:42.579Z,2025-01-25T17:21:22Z,5473488405,286,,5473488459,233,27,5473488403,56,Left,5475314353,464,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489287,27,45,1,2,14,36tr17foeaf9ejjmt2txuoy3y,0,46,4.3,2025-01-25T12:02:42.579Z,2025-01-25T13:42:49Z,5473487783,285,,5473487781,56,Back,5473488479,233,17,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489435,18,61,1,2,22,8l30dsub3sutr6j3ruvk650xc,0,44.8,93.5,2025-01-25T12:02:51.309Z,2025-01-25T12:04:09Z,5473488457,56,Back,,,,,,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489395,28,4,1,2,23,36tr17foeaf9ejjmt2txuoy3y,1,55,5.6,2025-01-25T12:02:52.163Z,2025-01-25T12:02:59Z,5473488651,233,19,5473488429,10,,5473488435,286,,5473488433,152,,5473488431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489445,19,4,1,2,23,8l30dsub3sutr6j3ruvk650xc,0,45,94.4,2025-01-25T12:02:52.164Z,2025-01-25T12:13:34Z,5473488645,285,,5473488639,10,,5473488643,152,,5473488641,56,Back,5473488663,233,28,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489491,29,1,1,2,29,36tr17foeaf9ejjmt2txuoy3y,1,55.3,5.6,2025-01-25T12:02:58.259Z,2025-01-25T12:13:47Z,5473488753,189,,5473488713,5,,5473488719,140,43.4,5473488723,212,12.6,5473488725,213,3.01,5473488717,56,Back,5473488721,141,8.0,5473488715,152,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489515,30,1,1,2,32,36tr17foeaf9ejjmt2txuoy3y,1,44.3,1.7,2025-01-25T12:03:00.490Z,2025-01-25T12:03:01Z,5473488843,141,27.4,5473488835,56,Back,5473488853,213,2.47,5473488847,212,28.1,5473488839,140,23.3,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489533,31,1,1,2,33,36tr17foeaf9ejjmt2txuoy3y,1,25.6,21.9,2025-01-25T12:03:01.795Z,2025-01-25T12:14:04Z,5473488935,141,48.8,5473488933,140,15.9,5473488931,56,Back,5473488939,213,2.08,5473488937,212,20.9,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489575,32,1,1,2,35,36tr17foeaf9ejjmt2txuoy3y,1,15.4,51,2025-01-25T12:03:03.507Z,2025-01-25T12:03:06Z,5473489111,141,91.5,5473489113,212,29.2,5473489115,213,1.24,5473489109,140,24.5,5473489107,56,Back,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489687,33,1,1,2,38,36tr17foeaf9ejjmt2txuoy3y,1,35.3,95,2025-01-25T12:03:06.707Z,2025-01-25T12:03:15Z,5473489607,141,77.8,5473489605,140,26.9,5473489603,56,Back,5473489609,212,14.6,5473489611,213,4.07,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489713,34,1,1,2,47,36tr17foeaf9ejjmt2txuoy3y,1,38.6,69.1,2025-01-25T12:03:15.571Z,2025-01-25T12:14:29Z,5473489699,141,95.9,5473489697,140,48.1,5473489701,212,20.8,5473489703,213,1.07,5473489695,56,Back,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489723,35,1,1,2,49,36tr17foeaf9ejjmt2txuoy3y,0,53,97.4,2025-01-25T12:03:17.938Z,2025-01-25T12:03:18Z,5473489765,212,2.2,5473489759,56,Left,5473489763,141,94.8,5473489761,140,51.7,5473489767,213,4.05,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489739,20,61,1,2,51,8l30dsub3sutr6j3ruvk650xc,1,49.7,8.5,2025-01-25T12:03:19.403Z,2025-01-25T12:03:19Z,5473489809,56,Back,,,,,,,,,,,,,,,,,,,,,,321yjdo3gio1l33hc1pdps4wl,A. Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489781,36,1,1,2,52,36tr17foeaf9ejjmt2txuoy3y,1,40.5,97.5,2025-01-25T12:03:20.675Z,2025-01-25T12:03:21Z,5473490015,213,6.09,5473490009,140,45.7,5473490007,56,Back,5473490011,141,95.9,5473490013,212,5.6,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489785,37,61,1,2,53,36tr17foeaf9ejjmt2txuoy3y,1,45.7,95.9,2025-01-25T12:03:21.773Z,2025-01-25T12:03:22Z,5473490041,56,Back,,,,,,,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489857,38,1,1,2,55,36tr17foeaf9ejjmt2txuoy3y,1,40.4,70.2,2025-01-25T12:03:24.163Z,2025-01-25T12:03:29Z,5473490375,213,4.48,5473490367,56,Back,5473490369,140,36.9,5473490371,141,47.5,5473490373,212,15.9,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489853,21,83,1,3,0,8l30dsub3sutr6j3ruvk650xc,0,71.3,62.1,2025-01-25T12:03:28.580Z,2025-01-25T12:03:30Z,5473490487,399,7op9czmiln7ktmvetw97scz4l,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489871,39,1,1,3,0,36tr17foeaf9ejjmt2txuoy3y,0,40.4,58.2,2025-01-25T12:03:28.819Z,2025-01-25T12:03:29Z,5473490417,141,52.7,5473490411,56,Center,5473490419,212,14.6,5473490413,140,53.8,5473490421,213,6.02,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489899,22,49,1,3,3,8l30dsub3sutr6j3ruvk650xc,1,46.2,52.1,2025-01-25T12:03:31.717Z,2025-01-25T12:03:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489933,23,1,1,3,3,8l30dsub3sutr6j3ruvk650xc,1,46.2,52.1,2025-01-25T12:03:32.180Z,2025-01-25T12:03:34Z,5473490705,212,16.9,5473490699,56,Back,5473490701,140,36.2,5473490707,213,2.24,5473490703,141,71.5,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768489961,24,1,1,3,6,8l30dsub3sutr6j3ruvk650xc,0,40.6,72.6,2025-01-25T12:03:34.451Z,2025-01-25T12:15:44Z,5473490865,140,25.2,5473490873,1,,5473490871,213,4.24,5473490869,212,35.8,5473490863,56,Back,5473490867,141,25.6,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
