id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2743540759,9,1,1,0,13,axwnneoekq2f2yq6r1l704y96,1,41.9,8.3,2024-11-03T12:30:35.281Z,2024-11-03T12:38:28Z,5337887797,140,39.5,5337887799,141,6.1,5337887801,212,2.9,5337887803,213,3.68,5337887795,56,Back,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540779,10,3,1,0,15,axwnneoekq2f2yq6r1l704y96,0,42,5,2024-11-03T12:30:36.880Z,2024-11-03T16:50:23Z,5337887901,286,,5337887899,56,Back,5339646609,465,,5337888091,233,3,,,,,,,,,,,,,3u2e56fhs12qok7truspt65zp,A. Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540807,3,7,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,58,95,2024-11-03T12:30:36.881Z,2024-11-03T16:50:27Z,5337888009,56,Left,5337888053,233,10,5337888011,285,,5339647051,384,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540817,4,49,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,66.1,97.7,2024-11-03T12:30:39.369Z,2024-11-03T12:30:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540843,5,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,0,66.1,97.7,2024-11-03T12:30:39.482Z,2024-11-03T12:30:41Z,5337888213,141,97.2,5337888217,212,3.0,5337888219,213,3.26,5337888209,140,63.3,5337888203,56,Left,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540833,11,61,1,0,19,axwnneoekq2f2yq6r1l704y96,1,34.4,6.8,2024-11-03T12:30:40.975Z,2024-11-03T12:30:41Z,5337888173,56,Back,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540857,12,49,1,0,20,axwnneoekq2f2yq6r1l704y96,1,31.2,17.7,2024-11-03T12:30:42.305Z,2024-11-03T12:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5c00ea33ei5ie1iauirtge505,L. Naalsund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540891,13,1,1,0,21,axwnneoekq2f2yq6r1l704y96,1,31.2,17.7,2024-11-03T12:30:42.568Z,2024-11-03T12:30:44Z,5337888509,140,35.4,5337888507,56,Back,5337888515,212,15.7,5337888511,141,39.8,5337888517,213,1.29,,,,,,,,,,5c00ea33ei5ie1iauirtge505,L. Naalsund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540943,14,1,1,0,23,axwnneoekq2f2yq6r1l704y96,1,33.6,34.6,2024-11-03T12:30:44.545Z,2024-11-03T16:51:07Z,5337888789,213,0.91,5337888787,212,39.7,5337888781,56,Left,5337888783,140,56.7,5337888785,141,80.8,5337888779,155,,5337888791,1,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540951,15,3,1,0,27,axwnneoekq2f2yq6r1l704y96,0,56.2,73.6,2024-11-03T12:30:48.529Z,2024-11-03T16:51:16Z,5339651977,464,,5337888839,286,,5337888837,56,Center,5337889151,233,6,,,,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540993,6,7,1,0,27,5rurqie3qt1qav9ir5mkqinn,1,43.8,26.4,2024-11-03T12:30:48.530Z,2024-11-03T16:51:23Z,5337889133,233,15,5339652629,383,,5337889083,285,,5337889081,56,Back,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743540999,7,49,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,52.5,32.7,2024-11-03T12:30:52.202Z,2024-11-03T12:39:11Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541089,8,1,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,48,36.4,2024-11-03T12:30:57.322Z,2024-11-03T12:30:58Z,5337889549,212,8.2,5337889543,140,47.7,5337889545,141,48.4,5337889553,213,1.61,5337889539,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541109,9,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,47.4,47,2024-11-03T12:30:58.153Z,2024-11-03T12:30:59Z,5337889635,140,45.1,5337889641,212,8.4,5337889643,213,4.42,5337889633,56,Back,5337889637,141,35.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541153,10,1,1,0,37,5rurqie3qt1qav9ir5mkqinn,1,45.1,35.1,2024-11-03T12:30:58.938Z,2024-11-03T12:31:02Z,5337889833,212,13.2,5337889837,213,3.69,5337889831,141,25.0,5337889823,56,Back,5337889827,140,34.4,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541193,11,1,1,0,40,5rurqie3qt1qav9ir5mkqinn,1,38.2,29.4,2024-11-03T12:31:02.331Z,2024-11-03T12:31:04Z,5337890057,56,Back,5337890065,212,24.0,5337890063,141,64.6,5337890061,140,37.2,5337890067,213,1.61,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541247,12,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,37.2,64.6,2024-11-03T12:31:04.714Z,2024-11-03T12:31:07Z,5337890379,56,Back,5337890389,213,3.92,5337890387,212,14.1,5337890381,140,27.6,5337890383,141,50.0,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541339,13,1,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,27.6,50,2024-11-03T12:31:07.770Z,2024-11-03T12:31:13Z,5337890849,141,67.9,5337890847,140,31.0,5337890853,213,1.29,5337890845,56,Back,5337890851,212,12.7,,,,,,,,,,c8jqnf6qf93zkyzdxtz20tgix,D. van Domselaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541371,14,1,1,0,51,5rurqie3qt1qav9ir5mkqinn,1,45.6,88.9,2024-11-03T12:31:13.177Z,2024-11-03T12:31:15Z,5337891063,213,0.56,5337891061,212,9.3,5337891055,56,Left,5337891057,140,53.1,5337891059,141,96.2,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541379,15,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,0,53,96.2,2024-11-03T12:31:15.129Z,2024-11-03T12:31:15Z,5337891103,213,5.37,5337891101,212,2.6,5337891095,56,Left,5337891097,140,54.5,5337891099,141,93.2,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541387,16,61,1,0,54,axwnneoekq2f2yq6r1l704y96,1,33.9,24,2024-11-03T12:31:16.226Z,2024-11-03T12:31:16Z,5337891117,56,Back,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541449,16,50,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,60,80.2,2024-11-03T12:31:17.296Z,2024-11-03T12:45:28Z,5337891453,286,,5337891451,56,Left,5337891555,233,17,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541419,17,7,1,0,55,axwnneoekq2f2yq6r1l704y96,0,40,19.8,2024-11-03T12:31:17.297Z,2024-11-03T16:51:44Z,5339654903,384,,5337891305,285,,5337891485,233,16,5337891303,56,Back,,,,,,,,,,,,,5c00ea33ei5ie1iauirtge505,L. Naalsund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541531,17,1,1,0,59,5rurqie3qt1qav9ir5mkqinn,1,55.2,73,2024-11-03T12:31:21.065Z,2024-11-03T12:31:23Z,5337891933,140,46.9,5337891931,56,Back,5337891937,212,21.0,5337891939,213,4.28,5337891935,141,44.9,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541545,18,1,1,1,1,5rurqie3qt1qav9ir5mkqinn,1,46.4,43.6,2024-11-03T12:31:22.921Z,2024-11-03T12:31:24Z,5337892051,213,4.37,5337892049,212,15.7,5337892047,141,21.8,5337892043,56,Back,5337892045,140,41.4,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541659,19,1,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,41.4,21.8,2024-11-03T12:31:23.897Z,2024-11-03T12:31:30Z,5337892613,212,20.7,5337892611,141,3.5,5337892617,213,5.64,5337892607,56,Right,5337892609,140,57.2,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743871161,967,1,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,58.8,5.2,2024-11-03T12:31:24.988Z,2024-11-03T16:53:48Z,5339667055,212,13.8,5339667049,56,Right,5339667057,213,0.36,5339667051,140,71.1,5339667053,141,12.4,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541665,20,61,1,1,7,5rurqie3qt1qav9ir5mkqinn,0,61.4,6.1,2024-11-03T12:31:29.506Z,2024-11-03T12:40:56Z,5337892655,56,Right,,,,,,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541655,18,5,1,1,8,axwnneoekq2f2yq6r1l704y96,1,38.9,101.7,2024-11-03T12:31:29.906Z,2024-11-03T12:31:38Z,5337892601,347,,5337892725,233,21,5337892599,56,Back,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541671,21,5,1,1,8,5rurqie3qt1qav9ir5mkqinn,0,61.1,-1.7,2024-11-03T12:31:29.906Z,2024-11-03T12:31:38Z,5337892767,233,18,5337892689,56,Right,5337892691,347,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541941,19,1,1,1,21,axwnneoekq2f2yq6r1l704y96,0,32.8,100,2024-11-03T12:31:42.913Z,2024-11-03T12:31:45Z,5337894009,140,47.8,5337894007,56,Back,5337894015,213,6.08,5337894013,212,16.1,5337894005,107,,5337894011,141,97.2,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541987,22,1,1,1,23,5rurqie3qt1qav9ir5mkqinn,0,47.8,2.6,2024-11-03T12:31:44.970Z,2024-11-03T12:41:28Z,5337894273,1,,5337894263,141,0.0,5337894261,140,54.1,5337894269,213,5.95,5337894257,157,,5337894259,56,Right,5337894265,212,7.0,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743541985,20,5,1,1,24,axwnneoekq2f2yq6r1l704y96,1,44.7,101.2,2024-11-03T12:31:46.290Z,2024-11-03T12:34:38Z,5337894253,56,Back,5337894347,233,23,5337894255,347,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542005,23,5,1,1,24,5rurqie3qt1qav9ir5mkqinn,0,55.3,-1.2,2024-11-03T12:31:46.290Z,2024-11-03T12:34:38Z,5337894335,347,,5337894391,233,20,5337894331,56,Right,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542281,21,1,1,1,40,axwnneoekq2f2yq6r1l704y96,0,47.5,100,2024-11-03T12:32:02.145Z,2024-11-03T12:32:04Z,5337895875,141,97.1,5337895869,107,,5337895873,140,63.3,5337895877,212,16.9,5337895871,56,Left,5337895879,213,6.08,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542299,24,12,1,1,43,5rurqie3qt1qav9ir5mkqinn,1,34.6,2,2024-11-03T12:32:05.051Z,2024-11-03T12:41:52Z,5337895963,212,7.8,5337895961,141,0.0,5337895983,15,,5337895959,140,41.6,5337896013,167,,5337895965,213,5.93,5337895957,56,Back,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542315,22,5,1,1,43,axwnneoekq2f2yq6r1l704y96,1,58.4,101.6,2024-11-03T12:32:05.435Z,2024-11-03T12:34:38Z,5337896015,56,Left,5337896017,347,,5337896025,233,25,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542311,25,5,1,1,43,5rurqie3qt1qav9ir5mkqinn,0,41.6,-1.6,2024-11-03T12:32:05.435Z,2024-11-03T12:32:08Z,5337896001,56,Back,5337896003,347,,5337896053,233,22,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542677,23,1,1,2,1,axwnneoekq2f2yq6r1l704y96,0,59.9,100,2024-11-03T12:32:23.217Z,2024-11-03T12:32:28Z,5337898051,213,5.83,5337898045,140,70.2,5337898049,212,12.0,5337898043,56,Left,5337898041,107,,5337898047,141,94.2,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743555505,139,44,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,29.6,4.6,2024-11-03T12:32:24.560Z,2024-11-03T12:47:36Z,5337968017,56,Back,5337968019,285,,5337968029,233,24,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542681,24,44,1,2,3,axwnneoekq2f2yq6r1l704y96,0,70.4,95.4,2024-11-03T12:32:24.561Z,2024-11-03T12:47:36Z,5337968071,233,139,5337898071,286,,5337898069,56,Left,,,,,,,,,,,,,,,,5c00ea33ei5ie1iauirtge505,L. Naalsund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542683,26,1,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,29.1,2.5,2024-11-03T12:32:24.771Z,2024-11-03T12:44:27Z,5337898079,56,Back,5337898077,3,,5337898081,140,33.4,5337898087,213,0.89,5337898083,141,10.7,5337898085,212,7.2,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542907,27,1,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,33.4,10.7,2024-11-03T12:32:27.738Z,2024-11-03T12:32:38Z,5337899155,157,,5337899163,212,8.7,5337899167,1,,5337899161,141,21.5,5337899159,140,37.8,5337899165,213,1.01,5337899157,56,Back,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743547233,65,50,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,37.8,26.2,2024-11-03T12:32:27.740Z,2024-11-03T12:45:29Z,5337973659,233,25,5337973545,56,Back,5337973547,286,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743542711,25,7,1,2,6,axwnneoekq2f2yq6r1l704y96,0,62.2,73.8,2024-11-03T12:32:27.741Z,2024-11-03T16:53:48Z,5337973577,233,65,5337898189,56,Center,5339667081,385,,5337898191,285,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743547207,63,50,1,2,7,5rurqie3qt1qav9ir5mkqinn,1,35.8,35.8,2024-11-03T12:32:28.655Z,2024-11-03T12:47:34Z,5337974957,56,Back,5337981867,233,144,5337974959,286,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
