id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2733396327,475,1,2,53,48,5rurqie3qt1qav9ir5mkqinn,1,76,85.6,2024-10-12T13:58:41.977Z,2024-10-12T13:58:45Z,5282549423,56,Left,5282549425,140,88.4,5282549431,213,0.36,5282549427,141,92.9,5282549429,212,13.9,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396329,476,3,2,53,51,5rurqie3qt1qav9ir5mkqinn,0,92.9,88,2024-10-12T13:58:45.240Z,2024-10-12T15:47:41Z,5282549435,56,Left,5282895403,465,,5282549471,233,467,5282549437,286,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396331,467,7,2,53,51,spi3g782q7m4evjxn1sv6cfa,1,7.1,12,2024-10-12T13:58:45.241Z,2024-10-12T15:47:43Z,5282549463,233,476,5282549445,56,Back,5282895547,383,,5282549447,285,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396333,468,1,2,53,53,spi3g782q7m4evjxn1sv6cfa,0,2.2,7.7,2024-10-12T13:58:47.314Z,2024-10-12T13:58:48Z,5282549457,212,3.8,5282549477,233,477,5282549449,157,,5282549451,56,Back,5282549453,140,5.1,5282549475,236,,5282549459,213,5.63,5282549481,286,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,5282549455,141,5282549461,1,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,
2733396335,477,74,2,53,53,5rurqie3qt1qav9ir5mkqinn,1,93.8,94.1,2024-10-12T13:58:47.315Z,2024-10-12T14:47:39Z,5282549469,285,,5282549467,56,Left,5282549487,233,468,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396339,469,5,2,53,55,spi3g782q7m4evjxn1sv6cfa,1,8,-1.8,2024-10-12T13:58:48.658Z,2024-10-12T13:58:51Z,5282549491,56,Back,5282549495,233,478,5282549493,347,,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396337,478,5,2,53,55,5rurqie3qt1qav9ir5mkqinn,0,92,101.8,2024-10-12T13:58:48.658Z,2024-10-12T14:43:26Z,5282549501,233,469,5282549483,56,Left,5282549485,347,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396357,470,1,2,54,14,spi3g782q7m4evjxn1sv6cfa,0,11,0,2024-10-12T13:59:07.792Z,2024-10-12T13:59:10Z,5282549627,213,0.32,5282549621,140,25.0,5282549625,212,15.5,5282549617,107,,5282549623,141,5.9,5282549619,56,Back,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396361,479,1,2,54,18,5rurqie3qt1qav9ir5mkqinn,1,76.5,92.1,2024-10-12T13:59:11.498Z,2024-10-12T13:59:14Z,5282549639,56,Center,5282549637,157,,5282549645,212,21.9,5282549641,140,86.2,5282549643,141,63.6,5282549647,213,5.20,5282549649,1,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396363,480,61,2,54,20,5rurqie3qt1qav9ir5mkqinn,0,86.2,63.6,2024-10-12T13:59:14.008Z,2024-10-12T13:59:14Z,5282549657,56,Center,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396365,471,12,2,54,22,spi3g782q7m4evjxn1sv6cfa,1,11,43,2024-10-12T13:59:15.666Z,2024-10-12T15:48:00Z,5282549669,140,60.7,5282549667,56,Center,5282549675,213,0.26,5282549673,212,54.1,5282549671,141,63.7,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396623,490,1,2,54,28,5rurqie3qt1qav9ir5mkqinn,1,35.3,29.7,2024-10-12T13:59:21.880Z,2024-10-12T14:08:04Z,5282576221,141,35.2,5282576223,212,19.0,5282576225,213,0.20,5282576217,56,Center,5282576219,140,53.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396625,491,1,2,54,31,5rurqie3qt1qav9ir5mkqinn,1,58.5,35.4,2024-10-12T13:59:24.911Z,2024-10-12T14:08:26Z,5282576867,212,12.5,5282576869,213,1.12,5282576865,141,51.9,5282576863,140,63.7,5282576861,56,Center,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396631,492,1,2,54,32,5rurqie3qt1qav9ir5mkqinn,0,56.4,67.7,2024-10-12T13:59:25.943Z,2024-10-12T14:08:42Z,5282578207,213,0.07,5282578205,212,11.7,5282578203,141,68.9,5282578201,140,67.5,5282578199,56,Center,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396381,472,1,2,54,35,spi3g782q7m4evjxn1sv6cfa,0,28.9,46.9,2024-10-12T13:59:28.833Z,2024-10-12T15:48:19Z,5282549755,56,Back,5282549759,141,28.2,5282549763,213,5.10,5282549757,140,33.9,5282549761,212,13.8,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396635,494,61,2,54,36,5rurqie3qt1qav9ir5mkqinn,1,50,50,2024-10-12T13:59:30.002Z,2024-10-12T15:48:25Z,5282897899,56,Center,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396383,473,49,2,54,37,spi3g782q7m4evjxn1sv6cfa,1,32.7,19.4,2024-10-12T13:59:31.073Z,2024-10-12T13:59:48Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396387,474,1,2,54,41,spi3g782q7m4evjxn1sv6cfa,0,31.2,9.4,2024-10-12T13:59:34.929Z,2024-10-12T13:59:35Z,5282549785,56,Back,5282549791,212,9.0,5282549793,213,3.14,5282549787,140,22.6,5282549789,141,9.4,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396609,486,49,2,54,42,5rurqie3qt1qav9ir5mkqinn,1,73.8,91.6,2024-10-12T13:59:35.739Z,2024-10-12T14:01:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396605,485,1,2,54,43,5rurqie3qt1qav9ir5mkqinn,1,77.1,92,2024-10-12T13:59:36.710Z,2024-10-12T14:02:08Z,5282555269,154,,5282555267,210,15,5282553025,56,Center,5282553031,212,16.8,5282553033,213,5.04,5282553029,141,68.7,5282553027,140,82.3,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396611,487,15,2,54,45,5rurqie3qt1qav9ir5mkqinn,1,87.8,62.7,2024-10-12T13:59:38.774Z,2024-10-12T15:48:53Z,5282555287,147,59.9,5282555277,55,485,5282555289,230,99.0,5282555271,76,,5282555273,29,,5282555281,102,52.8,5282555283,103,19,5282554761,22,,5qxvej7pcqqr989sba7k0jv85,A. Russo,5282555085,82,5282899813,328,5282555299,233,475,5282555275,154,,,5282554765,56,5282555291,231,52.0,5282555285,146,91.2,5282555081,17,5282555079,20,,,,,Center,,,,,,,,,,
2733396391,475,10,2,54,45,spi3g782q7m4evjxn1sv6cfa,1,8.8,40.1,2024-10-12T13:59:38.874Z,2024-10-12T14:02:09Z,5282555329,233,487,5282549821,56,Back,5282549819,94,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396397,476,61,2,54,49,spi3g782q7m4evjxn1sv6cfa,0,22.4,18.6,2024-10-12T13:59:43.353Z,2024-10-12T14:02:18Z,5282549837,56,Back,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396591,482,1,2,54,50,5rurqie3qt1qav9ir5mkqinn,1,66.5,92,2024-10-12T13:59:43.618Z,2024-10-12T14:02:29Z,5282556357,140,76.2,5282556359,141,96.1,5282556355,56,Left,5282556361,212,10.6,5282556363,213,0.27,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396615,488,1,2,54,53,5rurqie3qt1qav9ir5mkqinn,0,79.2,94,2024-10-12T13:59:46.817Z,2024-10-12T15:49:06Z,5282900511,20,,5282556933,2,,5282556939,140,83.9,5282900509,223,,5282556935,155,,5282557355,233,477,5282556937,56,Left,5282556945,213,5.25,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,5282556941,141,5282556943,212,,,,,,,,,,,,,,,,,,,,,81.8,9.7,,,,,,,,,,,,
2733396403,477,61,2,54,53,spi3g782q7m4evjxn1sv6cfa,1,13,20.1,2024-10-12T13:59:46.917Z,2024-10-12T14:02:50Z,5282549871,56,Back,,,,,,,,,,,,,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396409,478,6,2,55,1,spi3g782q7m4evjxn1sv6cfa,0,1.2,25.6,2024-10-12T13:59:54.680Z,2024-10-12T15:49:18Z,5282550305,73,,5282550299,56,Back,5282551851,233,484,,,,,,,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396597,484,6,2,55,1,5rurqie3qt1qav9ir5mkqinn,1,98.8,74.4,2024-10-12T13:59:54.680Z,2024-10-12T14:41:46Z,5282551689,56,Center,5282551825,233,478,5282551691,73,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396581,481,1,2,55,26,5rurqie3qt1qav9ir5mkqinn,0,99.6,99.3,2024-10-12T14:00:20.124Z,2024-10-12T15:49:19Z,5282559719,155,,5282559717,2,,5282559723,140,93.6,5282559721,56,Center,5282901217,20,,5282559727,212,30.4,5282559729,213,4.50,5282559725,141,55.6,3sn815dsm0i0rnw9nigjyb0et,B. Mead,5282560931,223,5282560503,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396561,479,12,2,55,30,spi3g782q7m4evjxn1sv6cfa,1,8.3,44.6,2024-10-12T14:00:24.304Z,2024-10-12T14:04:52Z,5282550585,15,,5282550575,56,Back,5282550583,213,0.62,5282550581,212,22.6,5282550579,141,63.8,5282550577,140,25.9,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396617,489,1,2,55,31,5rurqie3qt1qav9ir5mkqinn,0,76.1,34.6,2024-10-12T14:00:24.847Z,2024-10-12T14:04:47Z,5282563747,212,16.4,5282563749,213,0.69,5282563741,56,Center,5282563743,140,88.2,5282563739,155,,5282563745,141,49.9,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733399601,541,12,2,55,33,spi3g782q7m4evjxn1sv6cfa,1,10.4,46,2024-10-12T14:00:26.434Z,2024-10-12T14:05:41Z,5282566705,141,53.0,5282566703,140,32.2,5282566701,56,Back,5282566707,212,23.4,5282566709,213,0.21,5282566969,15,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396595,480,44,2,55,36,spi3g782q7m4evjxn1sv6cfa,1,31.4,47.4,2024-10-12T14:00:29.584Z,2024-10-12T16:45:00Z,5282565507,233,483,5282550715,56,Back,5282550717,285,,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396593,483,44,2,55,36,5rurqie3qt1qav9ir5mkqinn,0,68.6,52.6,2024-10-12T14:00:29.585Z,2024-10-12T16:45:00Z,5282565483,286,,5282565513,233,480,5282565481,56,Center,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396601,481,61,2,55,36,spi3g782q7m4evjxn1sv6cfa,1,32.2,48.5,2024-10-12T14:00:29.912Z,2024-10-12T14:05:22Z,5282550747,56,Back,,,,,,,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396647,483,49,2,55,38,spi3g782q7m4evjxn1sv6cfa,1,33.5,59.1,2024-10-12T14:00:32.272Z,2024-10-12T14:05:53Z,,,,,,,,,,,,,,,,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396639,482,1,2,55,39,spi3g782q7m4evjxn1sv6cfa,1,29.4,50.7,2024-10-12T14:00:32.704Z,2024-10-12T14:00:34Z,5282550827,141,79.4,5282550829,212,20.9,5282550831,213,1.21,5282550825,140,36.5,5282550823,56,Back,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396665,498,83,2,55,43,5rurqie3qt1qav9ir5mkqinn,0,64,9.7,2024-10-12T14:00:36.713Z,2024-10-12T14:06:44Z,5282551213,399,dm9vc2mqtbb982sx6kkd992ax,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396691,499,83,2,55,46,5rurqie3qt1qav9ir5mkqinn,0,67,9.4,2024-10-12T14:00:39.385Z,2024-10-12T14:06:45Z,5282551195,399,dm9vc2mqtbb982sx6kkd992ax,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396723,484,3,2,55,47,spi3g782q7m4evjxn1sv6cfa,1,39,90.4,2024-10-12T14:00:40.544Z,2024-10-12T16:45:35Z,5282551231,233,500,5282551173,56,Back,5282902943,465,,5282551175,286,,,,,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396715,500,45,2,55,47,5rurqie3qt1qav9ir5mkqinn,0,61,9.6,2024-10-12T14:00:40.544Z,2024-10-12T16:45:35Z,5282551151,56,Right,5282551153,285,,5282551255,233,484,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396739,485,61,2,55,50,spi3g782q7m4evjxn1sv6cfa,1,45.4,90.3,2024-10-12T14:00:44.257Z,2024-10-12T14:00:45Z,5282551281,56,Back,,,,,,,,,,,,,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396731,501,43,2,55,51,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-10-12T14:00:44.506Z,2024-10-12T15:50:06Z,5282551501,399,7np6c6939ms55m37juqvw0oa,5282903567,144,83,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396769,486,50,2,55,52,spi3g782q7m4evjxn1sv6cfa,1,52.2,93.4,2024-10-12T14:00:46.072Z,2024-10-12T14:06:50Z,5282551391,286,,5282551387,56,Left,5282551629,233,502,,,,,,,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396813,502,7,2,55,52,5rurqie3qt1qav9ir5mkqinn,1,47.8,6.6,2024-10-12T14:00:46.073Z,2024-10-12T15:50:11Z,5282903889,384,,5282551575,56,Back,5282551619,233,486,5282551577,285,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396917,506,49,2,55,54,5rurqie3qt1qav9ir5mkqinn,1,60.8,7.1,2024-10-12T14:00:47.641Z,2024-10-12T14:12:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396927,507,1,2,55,55,5rurqie3qt1qav9ir5mkqinn,1,63.5,0.9,2024-10-12T14:00:48.785Z,2024-10-12T15:50:20Z,5282552111,56,Center,5282552113,140,75.8,5282552119,213,1.12,5282552117,212,29.7,5282552115,141,40.3,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733404175,607,61,2,55,56,5rurqie3qt1qav9ir5mkqinn,0,79.3,44.6,2024-10-12T14:00:49.647Z,2024-10-12T14:11:59Z,5282590333,56,Center,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396859,487,1,2,55,58,spi3g782q7m4evjxn1sv6cfa,1,17.9,72.7,2024-10-12T14:00:51.472Z,2024-10-12T14:00:53Z,5282551783,212,18.5,5282551777,56,Back,5282551779,140,20.5,5282551781,141,45.8,5282551785,213,4.86,5282551775,3,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396865,488,49,2,56,0,spi3g782q7m4evjxn1sv6cfa,1,25.6,56.7,2024-10-12T14:00:53.728Z,2024-10-12T14:00:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733396957,489,1,2,56,2,spi3g782q7m4evjxn1sv6cfa,1,24.8,65.2,2024-10-12T14:00:55.584Z,2024-10-12T14:01:03Z,5282552275,140,16.5,5282552273,56,Back,5282552281,213,2.88,5282552277,141,68.7,5282552279,212,9.0,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397057,490,1,2,56,15,spi3g782q7m4evjxn1sv6cfa,1,15,62.7,2024-10-12T14:01:08.417Z,2024-10-12T14:01:13Z,5282552631,213,4.33,5282552629,212,13.3,5282552627,141,44.5,5282552623,56,Back,5282552625,140,10.3,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397103,491,1,2,56,20,spi3g782q7m4evjxn1sv6cfa,1,12.2,44,2024-10-12T14:01:13.472Z,2024-10-12T14:01:15Z,5282552757,140,19.1,5282552759,141,74.1,5282552755,56,Back,5282552763,213,1.23,5282552761,212,21.7,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397141,492,1,2,56,22,spi3g782q7m4evjxn1sv6cfa,1,19.1,74.1,2024-10-12T14:01:15.680Z,2024-10-12T14:01:18Z,5282552883,213,3.70,5282552879,141,62.9,5282552877,140,7.6,5282552881,212,14.3,5282552875,56,Back,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397153,493,1,2,56,25,spi3g782q7m4evjxn1sv6cfa,0,8.8,63.9,2024-10-12T14:01:18.417Z,2024-10-12T14:01:22Z,5282552969,212,44.6,5282552967,141,70.0,5282552971,213,0.09,5282552973,1,,5282552963,56,Center,5282552965,140,51.1,5282552961,157,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397161,508,49,2,56,29,5rurqie3qt1qav9ir5mkqinn,1,50.9,28.9,2024-10-12T14:01:22.793Z,2024-10-12T14:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397201,509,1,2,56,29,5rurqie3qt1qav9ir5mkqinn,1,50.9,28.9,2024-10-12T14:01:23.305Z,2024-10-12T14:01:26Z,5282553173,155,,5282553183,213,5.88,5282553181,212,3.1,5282553177,140,53.6,5282553179,141,27.1,5282553175,56,Center,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397203,510,1,2,56,32,5rurqie3qt1qav9ir5mkqinn,1,55.1,27.7,2024-10-12T14:01:26.345Z,2024-10-12T14:01:27Z,5282553197,141,27.6,5282553199,212,7.1,5282553201,213,3.15,5282553191,155,,5282553193,56,Back,5282553195,140,48.3,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397207,511,1,2,56,33,5rurqie3qt1qav9ir5mkqinn,0,48.3,27.6,2024-10-12T14:01:26.939Z,2024-10-12T14:01:27Z,5282553221,141,7.9,5282553225,213,5.16,5282553217,140,54.5,5282553223,212,14.9,5282553213,56,Right,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397209,494,49,2,56,34,spi3g782q7m4evjxn1sv6cfa,1,44.9,92.3,2024-10-12T14:01:28.001Z,2024-10-12T14:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397267,495,1,2,56,35,spi3g782q7m4evjxn1sv6cfa,0,45,92.4,2024-10-12T14:01:28.530Z,2024-10-12T14:01:31Z,5282553441,140,73.8,5282553439,56,Left,5282553437,155,,5282553443,141,90.8,5282553445,212,30.3,5282553447,213,6.25,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397273,512,49,2,56,38,5rurqie3qt1qav9ir5mkqinn,1,26.4,8,2024-10-12T14:01:31.707Z,2024-10-12T14:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397357,513,1,2,56,40,5rurqie3qt1qav9ir5mkqinn,1,32.8,9.2,2024-10-12T14:01:33.673Z,2024-10-12T14:01:38Z,5282553859,212,10.5,5282553857,141,18.2,5282553853,56,Back,5282553861,213,0.62,5282553855,140,40.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397365,514,1,2,56,44,5rurqie3qt1qav9ir5mkqinn,1,40.1,16.4,2024-10-12T14:01:37.994Z,2024-10-12T14:01:39Z,5282553895,212,9.2,5282553889,56,Back,5282553891,140,38.3,5282553893,141,3.2,5282553897,213,4.50,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397393,515,1,2,56,45,5rurqie3qt1qav9ir5mkqinn,1,38.4,7.1,2024-10-12T14:01:39.225Z,2024-10-12T14:01:42Z,5282554039,140,29.1,5282554041,141,42.7,5282554037,56,Back,5282554043,212,26.1,5282554045,213,1.95,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397445,516,1,2,56,48,5rurqie3qt1qav9ir5mkqinn,1,29.3,47,2024-10-12T14:01:42.009Z,2024-10-12T14:01:47Z,5282554315,56,Back,5282554321,212,21.6,5282554323,213,1.34,5282554317,140,34.0,5282554319,141,77.9,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733397455,517,1,2,56,54,5rurqie3qt1qav9ir5mkqinn,0,46.6,85.1,2024-10-12T14:01:47.417Z,2024-10-12T14:01:49Z,5282554471,286,,5282554383,213,0.43,5282554381,212,2.4,5282554461,236,,5282554379,141,86.6,5282554377,140,48.7,5282554465,233,496,5282554375,56,Back,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
