id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2723132847,9,1,1,0,18,dcdnoyf6kzhj46iyfm7xq43fy,1,28.4,92.4,2024-09-21T11:30:44.371Z,2024-09-21T11:30:45Z,5226429139,56,Back,5226429143,141,86.8,5226429141,140,18.8,5226429145,212,10.8,5226429147,213,3.50,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723132893,10,1,1,0,19,dcdnoyf6kzhj46iyfm7xq43fy,1,18.8,86.8,2024-09-21T11:30:45.267Z,2024-09-21T11:30:47Z,5226429407,141,69.9,5226429409,212,17.9,5226429403,56,Back,5226429405,140,5.7,5226429411,213,3.84,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723132973,11,1,1,0,21,dcdnoyf6kzhj46iyfm7xq43fy,1,7.2,72.7,2024-09-21T11:30:47.331Z,2024-09-21T11:30:51Z,5226429809,56,Back,5226429813,141,89.0,5226429811,140,11.6,5226429815,212,12.0,5226429817,213,1.18,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133039,12,1,1,0,25,dcdnoyf6kzhj46iyfm7xq43fy,1,13.8,92.6,2024-09-21T11:30:51.475Z,2024-09-21T11:30:54Z,5226430121,212,25.8,5226430115,140,38.3,5226430109,155,,5226430111,56,Back,5226430119,141,90.6,5226430123,213,6.23,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133045,13,61,1,0,28,dcdnoyf6kzhj46iyfm7xq43fy,0,38.3,90.6,2024-09-21T11:30:54.116Z,2024-09-21T11:30:54Z,5226430133,56,Back,,,,,,,,,,,,,,,,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133061,3,43,1,0,29,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-09-21T11:30:55.670Z,2024-09-21T11:38:37Z,5226430215,56,Right,5226430623,233,14,5226430219,285,0,5226483203,144,74,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723143007,51,1,1,0,29,7kt37xy93vjy6wac8vq6fqz3g,1,60.4,12.1,2024-09-21T11:30:55.753Z,2024-09-21T11:38:20Z,5226480949,141,10.5,5226480941,56,Right,5226480955,213,3.31,5226480953,212,6.5,5226480945,140,54.3,5226481221,155,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133117,4,1,1,0,31,7kt37xy93vjy6wac8vq6fqz3g,0,58.7,11.3,2024-09-21T11:30:57.671Z,2024-09-21T11:30:58Z,5226430467,141,6.5,5226430471,213,6.01,5226430455,3,,5226430459,56,Right,5226430469,212,12.1,5226430463,140,69.8,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133127,14,1,1,0,32,dcdnoyf6kzhj46iyfm7xq43fy,0,28.9,93.8,2024-09-21T11:30:58.669Z,2024-09-21T11:38:47Z,5226430545,212,5.9,5226430539,56,Back,5226430543,141,93.4,5226430537,155,,5226430541,140,34.5,5226430547,213,6.24,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723144619,60,44,1,0,33,7kt37xy93vjy6wac8vq6fqz3g,1,65.7,5.1,2024-09-21T11:30:59.400Z,2024-09-21T12:23:10Z,5226491973,56,Right,5226492815,233,110,5226491975,286,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723144687,110,44,1,0,33,dcdnoyf6kzhj46iyfm7xq43fy,0,34.3,94.9,2024-09-21T11:30:59.401Z,2024-09-21T12:23:10Z,5226492783,285,,5226492781,56,Back,5226492829,233,60,,,,,,,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133159,5,1,1,0,34,7kt37xy93vjy6wac8vq6fqz3g,0,66.5,5.4,2024-09-21T11:31:00.327Z,2024-09-21T11:40:17Z,5226493675,212,3.2,5226493669,3,,5226493677,213,2.51,5226493673,141,8.2,5226430689,56,Right,5226493671,140,64.0,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133199,15,61,1,0,36,dcdnoyf6kzhj46iyfm7xq43fy,0,34,87.5,2024-09-21T11:31:01.780Z,2024-09-21T11:41:06Z,5226430851,56,Back,,,,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133219,16,43,1,0,37,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-09-21T11:31:02.819Z,2024-09-21T11:31:14Z,5226430929,56,Back,5226432047,144,56,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133225,6,43,1,0,37,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-09-21T11:31:03.155Z,2024-09-21T11:41:17Z,5226430937,56,Right,5226500061,144,61,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133307,17,1,1,0,38,dcdnoyf6kzhj46iyfm7xq43fy,0,35.8,83.8,2024-09-21T11:31:04.676Z,2024-09-21T11:41:52Z,5226431293,140,53.7,5226431295,141,82.6,5226431297,212,18.8,5226431299,213,6.24,5226431291,56,Left,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133311,18,43,1,0,40,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-09-21T11:31:05.972Z,2024-09-21T11:41:56Z,5226431317,56,Left,5226504175,144,61,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133317,19,43,1,0,40,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-09-21T11:31:06.579Z,2024-09-21T11:31:12Z,5226431361,56,Left,5226431911,144,56,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147983,82,1,1,0,40,7kt37xy93vjy6wac8vq6fqz3g,1,46.7,17.2,2024-09-21T11:31:06.691Z,2024-09-21T11:42:25Z,5226507671,212,13.4,5226507667,141,25.2,5226507655,56,Back,5226507661,140,35.0,5226507675,213,2.72,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133357,7,49,1,0,42,7kt37xy93vjy6wac8vq6fqz3g,1,29.4,29.4,2024-09-21T11:31:08.318Z,2024-09-21T11:31:08Z,,,,,,,,,,,,,,,,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133429,8,1,1,0,42,7kt37xy93vjy6wac8vq6fqz3g,1,29.4,29.4,2024-09-21T11:31:08.563Z,2024-09-21T11:31:12Z,5226431843,56,Back,5226431851,213,1.79,5226431845,140,27.1,5226431847,141,45.4,5226431849,212,11.1,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133587,9,1,1,0,49,7kt37xy93vjy6wac8vq6fqz3g,1,26.1,49.1,2024-09-21T11:31:14.895Z,2024-09-21T11:31:19Z,5226432657,140,14.8,5226432661,212,12.1,5226432659,141,45.8,5226432663,213,3.33,5226432655,56,Back,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133567,20,43,1,0,52,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-09-21T11:31:18.576Z,2024-09-21T11:31:22Z,5226432909,144,61,5226432551,56,Left,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133643,10,1,1,0,53,7kt37xy93vjy6wac8vq6fqz3g,1,17.6,47.2,2024-09-21T11:31:19.455Z,2024-09-21T11:31:22Z,5226432981,213,0.23,5226432973,56,Back,5226432979,212,5.7,5226432975,140,22.9,5226432977,141,49.1,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133797,11,1,1,0,59,7kt37xy93vjy6wac8vq6fqz3g,1,21.5,47.5,2024-09-21T11:31:25.504Z,2024-09-21T11:31:29Z,5226433861,213,4.51,5226433845,140,20.0,5226433849,141,36.1,5226433841,56,Back,5226433855,212,7.9,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133893,12,1,1,1,4,7kt37xy93vjy6wac8vq6fqz3g,1,20.1,41.9,2024-09-21T11:31:29.759Z,2024-09-21T11:31:34Z,5226434349,212,24.4,5226434343,56,Back,5226434347,141,7.1,5226434345,140,25.6,5226434351,213,4.95,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723133927,13,1,1,1,8,7kt37xy93vjy6wac8vq6fqz3g,1,25.5,14.3,2024-09-21T11:31:33.959Z,2024-09-21T11:31:35Z,5226434505,140,28.9,5226434511,213,1.15,5226434503,56,Back,5226434509,212,8.7,5226434507,141,25.9,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134017,14,1,1,1,9,7kt37xy93vjy6wac8vq6fqz3g,1,28.8,26.8,2024-09-21T11:31:35.574Z,2024-09-21T11:31:40Z,5226434881,56,Back,5226434889,213,2.37,5226434887,212,12.7,5226434885,141,39.8,5226434883,140,20.1,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134121,15,1,1,1,14,7kt37xy93vjy6wac8vq6fqz3g,1,27.8,39.7,2024-09-21T11:31:40.038Z,2024-09-21T11:31:43Z,5226435277,141,41.8,5226435275,140,46.6,5226435279,212,19.8,5226435281,213,0.07,5226435273,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134129,16,61,1,1,17,7kt37xy93vjy6wac8vq6fqz3g,0,46.6,41.9,2024-09-21T11:31:43.521Z,2024-09-21T11:31:43Z,5226435317,56,Back,,,,,,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134349,21,4,1,1,18,dcdnoyf6kzhj46iyfm7xq43fy,1,54.4,53.9,2024-09-21T11:31:44.214Z,2024-09-21T12:18:09Z,5226448701,233,17,5226437137,10,,5226436493,286,,5226436487,56,Center,5226436489,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134145,17,4,1,1,18,7kt37xy93vjy6wac8vq6fqz3g,0,45.6,46.1,2024-09-21T11:31:44.215Z,2024-09-21T12:18:10Z,5226435663,152,,5226435665,285,,5226435661,56,Back,5226448751,233,21,5226435659,10,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134733,22,1,1,1,36,dcdnoyf6kzhj46iyfm7xq43fy,1,53.9,64.9,2024-09-21T11:32:02.340Z,2024-09-21T11:32:07Z,5226438153,213,4.45,5226438147,140,48.6,5226438151,212,21.1,5226438145,56,Back,5226438149,141,34.9,5226438141,5,,5226438143,152,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134895,23,1,1,1,41,dcdnoyf6kzhj46iyfm7xq43fy,1,42.5,18.8,2024-09-21T11:32:07.108Z,2024-09-21T11:32:13Z,5226438921,140,23.3,5226438923,141,38.2,5226438927,213,2.56,5226438919,56,Back,5226438925,212,24.1,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723134965,24,1,1,1,47,dcdnoyf6kzhj46iyfm7xq43fy,1,24.1,44.9,2024-09-21T11:32:13.156Z,2024-09-21T11:32:15Z,5226439293,212,14.6,5226439287,140,26.4,5226439283,56,Back,5226439289,141,66.1,5226439295,213,1.40,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135009,25,1,1,1,50,dcdnoyf6kzhj46iyfm7xq43fy,1,23,73.8,2024-09-21T11:32:15.828Z,2024-09-21T11:32:18Z,5226439513,213,1.30,5226439509,141,95.1,5226439511,212,15.0,5226439507,140,26.8,5226439505,56,Back,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135155,26,1,1,1,52,dcdnoyf6kzhj46iyfm7xq43fy,1,31.8,87.7,2024-09-21T11:32:17.891Z,2024-09-21T11:32:24Z,5226440241,213,5.34,5226440233,56,Back,5226440239,212,7.5,5226440235,140,36.0,5226440237,141,78.7,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135235,27,1,1,1,58,dcdnoyf6kzhj46iyfm7xq43fy,1,32,91.7,2024-09-21T11:32:24.132Z,2024-09-21T11:32:27Z,5226440591,56,Back,5226440599,213,3.51,5226440593,140,18.9,5226440597,212,14.7,5226440595,141,83.9,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135363,28,1,1,2,1,dcdnoyf6kzhj46iyfm7xq43fy,1,17.9,84.8,2024-09-21T11:32:27.525Z,2024-09-21T11:32:33Z,5226441233,141,53.1,5226441231,140,8.4,5226441235,212,23.8,5226441229,56,Back,5226441237,213,4.28,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135471,29,1,1,2,7,dcdnoyf6kzhj46iyfm7xq43fy,1,11,54.5,2024-09-21T11:32:32.932Z,2024-09-21T11:32:37Z,5226441715,212,5.5,5226441709,141,51.2,5226441703,56,Back,5226441705,140,15.8,5226441719,213,5.86,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135535,30,1,1,2,11,dcdnoyf6kzhj46iyfm7xq43fy,1,24.5,54.8,2024-09-21T11:32:37.188Z,2024-09-21T11:32:40Z,5226442033,213,1.50,5226442025,56,Back,5226442029,141,72.4,5226442027,140,25.3,5226442031,212,12.0,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135573,31,1,1,2,14,dcdnoyf6kzhj46iyfm7xq43fy,1,26.1,77.3,2024-09-21T11:32:40.003Z,2024-09-21T11:32:42Z,5226442193,140,35.1,5226442191,56,Back,5226442199,213,0.06,5226442195,141,78.2,5226442197,212,9.5,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135579,32,1,1,2,16,dcdnoyf6kzhj46iyfm7xq43fy,0,33.2,77.9,2024-09-21T11:32:42.100Z,2024-09-21T11:32:43Z,5226442237,213,1.24,5226442229,56,Back,5226442395,286,,5226442235,212,2.6,5226442389,236,,5226442231,140,34.0,5226442391,233,18,5226442233,141,81.5,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135605,18,74,1,2,16,7kt37xy93vjy6wac8vq6fqz3g,1,65.7,16.8,2024-09-21T11:32:42.101Z,2024-09-21T12:18:14Z,5226442351,56,Right,5226442353,285,,5226442433,233,32,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135681,33,1,1,2,17,dcdnoyf6kzhj46iyfm7xq43fy,1,26.9,87.4,2024-09-21T11:32:43.557Z,2024-09-21T11:32:47Z,5226442797,140,29.4,5226442799,141,95.0,5226442803,213,1.10,5226442801,212,5.8,5226442795,56,Back,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723152131,100,83,1,2,20,7kt37xy93vjy6wac8vq6fqz3g,0,65.1,6.6,2024-09-21T11:32:46.286Z,2024-09-21T11:45:26Z,5226529319,399,8lf62k2iwmb23gywex08s6m09,,,,,,,,,,,,,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723135665,19,83,1,2,20,7kt37xy93vjy6wac8vq6fqz3g,0,65.7,10.3,2024-09-21T11:32:46.415Z,2024-09-21T11:32:49Z,5226443065,399,8lf62k2iwmb23gywex08s6m09,,,,,,,,,,,,,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
