Player,Team,Passes,Total_xT,xT
C. Hanks,Portland Thorns,148,0.49113538999999995,0.491
C. Hutton,Kansas City Current,592,1.5118958999999998,1.512
C. Kizer,Gotham FC,11,0.08960704,0.09
C. Kizer,Utah Royals,107,0.09683008,0.097
C. Krueger,Washington Spirit,359,0.1426505,0.143
C. Lacasse,Utah Royals,41,0.05859704,0.059
C. Laris­ey,Houston Dash,7,-0.17699666,-0.177
C. Murphy,North Carolina Courage,620,0.91093174,0.911
C. Okwuchukwu,San Diego Wave,22,-0.07492990999999999,-0.075
C. Onwualu,Chicago Stars,504,1.10107443,1.101
C. Paulson,Bay,6,0.0,0.0
C. Petersen,Racing Louisville,675,1.79690629,1.797
C. Pickett,Orlando Pride,546,1.52586185,1.526
C. Press,Angel City,139,0.36677834,0.367
C. Ricketts,Washington Spirit,21,0.042266899999999996,0.042
C. Vine,North Carolina Courage,77,0.15812241999999999,0.158
C. Westphal,Houston Dash,325,0.5949983,0.595
Casey Phair,Angel City,18,0.05955469,0.06
Claudia Zornoza,Utah Royals,725,2.0974028799999997,2.097
D. Abiodun,Washington Spirit,10,0.09293045999999999,0.093
D. Bailey,Bay,275,0.060154979999999976,0.06
D. Cascarino,San Diego Wave,731,3.55596376,3.556
D. Castellanos,Portland Thorns,228,0.88676382,0.887
D. Colaprico,Houston Dash,677,0.75467676,0.755
D. Foederer,Utah Royals,360,0.65404323,0.654
D. O'Sullivan,North Carolina Courage,724,1.09174089,1.092
D. Ordoñez,Houston Dash,19,-0.001609619999999999,-0.002
D. Sheehan,Houston Dash,722,1.44499965,1.445
D. Weatherholt,North Carolina Courage,25,0.30114462,0.301
Daiane,Portland Thorns,6,-0.20760847,-0.208
Debinha,Kansas City Current,334,1.8163230399999999,1.816
Dudinha,San Diego Wave,7,0.04562559000000001,0.046
E. Adames,Seattle Reign,236,1.28627051,1.286
E. Allen,Bay,41,0.043685520000000005,0.044
E. Ball,Kansas City Current,416,0.45642921,0.456
E. Duljan,Houston Dash,150,0.86319618,0.863
E. Favour,San Diego Wave,15,0.0042455599999999954,0.004
E. Hase,Racing Louisville,302,0.545018,0.545
E. Jean,Racing Louisville,399,1.17377479,1.174
E. Mason,Seattle Reign,92,0.51905819,0.519
E. Menges,Bay,197,0.11787249,0.118
E. Morgan,Washington Spirit,885,1.42781389,1.428
E. Pikkujämsä,Racing Louisville,3,0.02509213,0.025
E. Sams,Orlando Pride,1081,2.4192622299999997,2.419
E. Sears,Racing Louisville,316,1.95899935,1.959
E. Shores,Angel City,128,0.002313680000000002,0.002
E. Sonnett,Gotham FC,1037,0.8444757599999999,0.844
E. Stevens,Gotham FC,170,-0.15062815,-0.151
E. Wheeler,Kansas City Current,441,2.0927018,2.093
Esther González,Gotham FC,367,0.4010024600000001,0.401
F. Rauch,North Carolina Courage,292,0.5440557699999999,0.544
Flora Marta Lacho,Kansas City Current,83,0.26892254,0.269
G. Carle,Washington Spirit,721,3.27016443,3.27
G. Chanda,Orlando Pride,15,0.004929299999999998,0.005
G. Corley,San Diego Wave,372,2.13985185,2.14
G. Monday,Washington Spirit,216,-0.32078682,-0.321
G. Thompson,Angel City,418,1.2553140200000001,1.255
Gabi Portilho,Gotham FC,199,0.23842125,0.238
Geyse,Gotham FC,131,1.21261986,1.213
H. Anderson,Chicago Stars,225,0.31883039,0.319
H. Bebar,Bay,313,1.47546877,1.475
H. Betfort,North Carolina Courage,99,1.0397827499999999,1.04
H. Hershfelt,Washington Spirit,373,0.80717339,0.807
H. Hopkins,Kansas City Current,109,0.92260977,0.923
H. Johnson,Angel City,11,0.026367400000000006,0.026
H. Lundkvist,San Diego Wave,1139,6.20844653,6.208
H. Mace,Kansas City Current,740,3.22450913,3.225
H. Mackiewicz,Chicago Stars,100,0.24980014000000003,0.25
H. McCutcheon,Orlando Pride,548,0.4496690599999999,0.45
H. Seabert,Angel City,88,0.09457053000000001,0.095
H. Stainbrook,Washington Spirit,105,0.12717734999999997,0.127
H. Sugita,Portland Thorns,688,1.60860728,1.609
I. Dorsey,Utah Royals,228,1.17260225,1.173
I. Obaze,Portland Thorns,572,1.31892098,1.319
I. Rodriguez,Kansas City Current,832,4.13291414,4.133
J. Anderson,Bay,590,0.96438198,0.964
J. Bike,Chicago Stars,105,1.0755668699999998,1.076
J. Bloomer,Racing Louisville,363,1.60160582,1.602
J. Brewster,Bay,12,0.0002364500000000009,0.0
J. Bugg,Seattle Reign,851,3.05405522,3.054
J. Campbell,Houston Dash,447,1.19743691,1.197
J. Carter,Gotham FC,636,1.2932534999999998,1.293
J. Doyle,Orlando Pride,78,0.32556681,0.326
J. Dufour,Angel City,125,0.021850570000000024,0.022
J. Dufour,Portland Thorns,6,-0.01455634,-0.015
J. Endō,Angel City,48,0.53128859,0.531
J. Fishlock,Seattle Reign,134,0.6575733500000001,0.658
J. Fleming,Portland Thorns,378,1.18865155,1.189
J. Fusco,San Diego Wave,6,0.14556275,0.146
J. Gaynor,Chicago Stars,36,0.07963866,0.08
J. Grosso,Chicago Stars,537,0.53622584,0.536
J. Hasbo,Gotham FC,39,0.06440789,0.064
J. Howell,Gotham FC,633,1.3815657099999998,1.382
J. Huitema,Seattle Reign,239,0.99509965,0.995
J. Joseph,Chicago Stars,218,0.14510641999999999,0.145
J. Perry,Portland Thorns,584,1.29498443,1.295
J. Shaw,North Carolina Courage,335,2.52371513,2.524
J. Shepherd,Bay,75,0.30471381999999997,0.305
J. Silkowitz,Bay,513,1.01006847,1.01
J. Sonis,Racing Louisville,541,3.28387719,3.284
J. Thomsen,Utah Royals,450,1.9280120799999998,1.928
Jereko,Kansas City Current,2,-0.0019939699999999977,-0.002
Ji So-Yun,Seattle Reign,387,0.85668117,0.857
Jéssica Silva,Gotham FC,14,0.054665870000000005,0.055
K. Abello,Orlando Pride,692,0.01808109,0.018
K. Ascanio,San Diego Wave,326,0.51576781,0.516
K. Carusa,San Diego Wave,56,0.16672983,0.167
K. Dali,San Diego Wave,1244,5.63318404,5.633
K. Del Fava,Utah Royals,1000,2.42872122,2.429
K. Dulaney,Washington Spirit,6,0.0450795,0.045
K. Duran,Gotham FC,5,0.008140800000000004,0.008
K. Fischer,Racing Louisville,175,0.69645092,0.696
K. Fuller,Angel City,394,1.14236084,1.142
K. Harper,Gotham FC,66,-0.048231029999999994,-0.048
K. Hendrich,Chicago Stars,183,0.21735580999999998,0.217
K. Hubly,Bay,231,0.09135286999999999,0.091
K. Kurtz,North Carolina Courage,1120,3.7809492899999997,3.781
K. Lema,Bay,177,0.47616098999999995,0.476
K. Lind,Houston Dash,773,0.48527512,0.485
K. Lund,Racing Louisville,211,0.6315295,0.632
K. McNabb,San Diego Wave,910,0.48741325,0.487
K. Nadaner,Orlando Pride,1174,0.78986089,0.79
K. O'Kane,Racing Louisville,204,1.14414901,1.144
K. Pickett,Bay,405,0.79357261,0.794
K. Ream,Utah Royals,33,-0.009026249999999994,-0.009
K. Riehl,Utah Royals,293,0.1988053,0.199
K. Sharples,Kansas City Current,896,0.3065151300000001,0.307
K. Sheridan,San Diego Wave,1014,1.39410457,1.394
K. Stengel,Gotham FC,72,-0.13648725,-0.136
K. Sylla,Washington Spirit,51,0.08328361000000001,0.083
K. Torpey,Portland Thorns,418,1.38995999,1.39
K. Wesley,San Diego Wave,861,0.41825244999999994,0.418
K. Wiesner,Washington Spirit,165,1.29229305,1.292
K. Zelem,Angel City,393,1.05582774,1.056
K. van Zanten,Houston Dash,178,0.95615889,0.956
L. Barnes,Seattle Reign,599,1.37508754,1.375
L. Biyendolo,Seattle Reign,200,0.051463509999999976,0.051
L. Fazer,San Diego Wave,68,0.06951946999999999,0.07
L. Flynn,Utah Royals,291,0.31635785,0.316
L. Ivory,Kansas City Current,28,0.03138955,0.031
L. LaBonta,Kansas City Current,524,2.36845757,2.368
L. Milliet,Racing Louisville,493,2.62252079,2.623
L. Nesbeth,Chicago Stars,48,0.049056810000000006,0.049
L. Reale,Gotham FC,856,0.6379338299999999,0.638
L. Santos,Washington Spirit,300,1.3182045199999999,1.318
Lorena,Kansas City Current,373,0.8383594600000001,0.838
Ludmila,Chicago Stars,251,2.25064298,2.251
M. A. Vignola,Angel City,707,0.24549178,0.245
M. Alidou,Portland Thorns,138,0.06351904999999998,0.064
M. Alozie,Houston Dash,135,2.63145947,2.631
M. Arnold,Portland Thorns,376,0.7823383100000001,0.782
M. Barcenas,San Diego Wave,191,0.44173076,0.442
M. Bell,North Carolina Courage,727,0.9384312499999999,0.938
M. Berkely,North Carolina Courage,509,0.91194716,0.912
M. Boade,Washington Spirit,36,0.17633772999999997,0.176
M. Bright,Houston Dash,201,0.32084978999999997,0.321
M. Cluff,Utah Royals,63,0.10725154999999999,0.107
M. Cooper,Kansas City Current,242,-0.56619946,-0.566
M. Crone,Orlando Pride,17,0.00959395,0.01
M. Curry,Seattle Reign,550,4.766404919999999,4.766
M. Dahlien,Seattle Reign,284,0.021598500000000014,0.022
M. Detrizio,Washington Spirit,4,0.01449217,0.014
M. DiGrande,Racing Louisville,176,0.23016964999999998,0.23
M. Fishel,Seattle Reign,8,0.011503540000000001,0.012
M. Fraser,Utah Royals,56,0.28893251,0.289
M. Freeman,Gotham FC,498,2.94771869,2.948
M. Gautrat,Orlando Pride,361,1.1309797799999999,1.131
M. Graham,Houston Dash,513,1.25819899,1.258
M. Hammond,Angel City,316,0.56249124,0.562
M. Hayashi,Chicago Stars,178,0.45729097999999996,0.457
M. Hodge,Angel City,218,0.62839873,0.628
M. Johnson,Chicago Stars,35,0.22911218,0.229
M. Justus,Utah Royals,54,0.18012600999999998,0.18
M. Long,Kansas City Current,32,-0.18413896,-0.184
M. Matsukubo,North Carolina Courage,498,2.6578806299999997,2.658
M. McGlynn,Utah Royals,886,2.56065681,2.561
M. McKenzie,Portland Thorns,257,0.91655478,0.917
M. Mercado,Seattle Reign,92,0.015951770000000014,0.016
M. Moreau,Bay,75,0.04144319,0.041
M. Moriya,Angel City,463,1.6819688,1.682
M. Morris,Racing Louisville,36,0.010964170000000002,0.011
M. Morris,Washington Spirit,304,2.32191064,2.322
M. Pogarch,Utah Royals,290,0.25310655,0.253
M. Purce,Gotham FC,108,1.31429409,1.314
M. Reid,Angel City,454,0.3128475,0.313
M. Robbe,San Diego Wave,96,-0.51222634,-0.512
M. Speck,North Carolina Courage,106,0.10123694999999999,0.101
M. Sánchez,San Diego Wave,200,0.89188258,0.892
M. Tanaka,Utah Royals,349,0.91623079,0.916
M. Whitham,Gotham FC,16,-0.00238579999999999,-0.002
Maiara Niehues,Angel City,15,0.07052575,0.071
Maitane López,Chicago Stars,443,0.8955953799999999,0.896
Marta,Orlando Pride,575,2.8874138599999997,2.887
N. Jacobs,Houston Dash,807,2.21663511,2.217
N. Kuikka,Chicago Stars,173,0.74795079,0.748
N. Martin,Gotham FC,576,4.69411609,4.694
N. Miura,Washington Spirit,586,1.4156282599999999,1.416
N. Mondésir,Seattle Reign,165,0.48175527999999995,0.482
N. Prince,Kansas City Current,133,1.30834675,1.308
N. Staude,North Carolina Courage,370,0.15146052999999998,0.151
Nuria Rábano,Utah Royals,547,0.52524239,0.525
Nádia Gomes,Chicago Stars,86,0.6172017,0.617
O. Moultrie,Portland Thorns,586,4.47225827,4.472
O. Van der Jagt,Seattle Reign,6,0.011796529999999996,0.012
Oihane Hernández,Orlando Pride,291,1.31177671,1.312
P. Chilufya,Orlando Pride,126,0.25430746000000004,0.254
P. Hocking,Bay,187,0.17588052000000004,0.176
P. Linnehan,North Carolina Courage,5,0.0034407200000000013,0.003
P. Linnehan,Portland Thorns,149,0.6102470999999999,0.61
P. McClernon,Seattle Reign,912,1.1857395499999999,1.186
P. Metayer,Washington Spirit,44,0.3335893,0.334
P. Monaghan,Utah Royals,103,0.8712790699999999,0.871
P. Morroni,San Diego Wave,819,0.6804229900000001,0.68
P. Nielsen,Houston Dash,970,2.15925685,2.159
P. Tordin,Portland Thorns,101,-0.35555209,-0.356
Q. McMahon,San Diego Wave,14,0.011887859999999998,0.012
R. Bachmann,Houston Dash,8,0.00778122,0.008
R. Bernal,Washington Spirit,846,1.19294058,1.193
R. Campbell,Gotham FC,5,0.02637146,0.026
R. Gareis,Houston Dash,381,0.40431631,0.404
R. Hill,Bay,293,1.34958419,1.35
R. Jackson,North Carolina Courage,754,2.41026532,2.41
R. Kouassi,Washington Spirit,193,0.03921718000000003,0.039
R. Kundananji,Bay,375,0.14949558,0.149
R. Lavelle,Gotham FC,169,1.1797209899999999,1.18
R. Reyes,Portland Thorns,818,0.10014836999999999,0.1
R. Rodríguez,Kansas City Current,237,0.6952036199999999,0.695
R. Tiernan,Angel City,265,0.78735055,0.787
R. Turner,Portland Thorns,255,-0.04923795999999999,-0.049
R. Williams,North Carolina Courage,1132,3.76913571,3.769
Rafaelle,Orlando Pride,203,0.55996649,0.56
S. Cantore,Washington Spirit,64,0.33567291,0.336
S. Cary,Chicago Stars,26,0.09060042,0.091
S. Charley,Orlando Pride,14,0.008888819999999999,0.009
S. Coffey,Portland Thorns,771,2.42348077,2.423
S. Cook,Gotham FC,51,0.09330490000000001,0.093
S. DeMelo,Racing Louisville,372,3.35528142,3.355
S. Gorden,Angel City,852,2.2842136699999998,2.284
S. Groom,Chicago Stars,272,1.10003654,1.1
S. Hiatt,Portland Thorns,709,1.75335899,1.753
S. Hirst,Portland Thorns,22,0.01241215,0.012
S. Holmes,Seattle Reign,399,0.1918405,0.192
S. Huerta,Seattle Reign,315,1.45925947,1.459
S. Jackson,Orlando Pride,63,0.29216525,0.292
S. Jones,Utah Royals,3,0.005681229999999999,0.006
S. Jónsdóttir,Angel City,61,0.59706606,0.597
S. King,Angel City,374,0.23000784,0.23
S. Koyama,North Carolina Courage,327,0.21680626999999997,0.217
S. MacIver,Washington Spirit,24,0.029851260000000004,0.03
S. Mattice,Angel City,21,0.016758719999999998,0.017
S. McCaskill,San Diego Wave,1048,2.5240107899999997,2.524
S. Menti,Seattle Reign,253,0.42421903,0.424
S. Meza,Seattle Reign,459,1.30482512,1.305
S. Nyamekye,Gotham FC,6,-0.004434870000000004,-0.004
S. Puntigam,Houston Dash,89,0.17179635,0.172
S. Schmidt,Houston Dash,108,0.13604136999999997,0.136
S. Schupansky,Gotham FC,421,2.30495879,2.305
S. Staab,Chicago Stars,861,4.67414236,4.674
S. Weber,Racing Louisville,157,0.21412785,0.214
S. Yates,Orlando Pride,121,0.33033184,0.33
T. Armstrong,San Diego Wave,933,2.02301182,2.023
T. Boade,Bay,145,0.43700128999999993,0.437
T. Chawinga,Kansas City Current,363,0.27616718999999995,0.276
T. Davidson,Gotham FC,136,0.15833622,0.158
T. Flint,Racing Louisville,547,3.18230025,3.182
T. Huff,Bay,588,3.17166047,3.172
T. Lussi,North Carolina Courage,283,0.54551452,0.546
T. Malham,Chicago Stars,700,1.22745694,1.227
T. McKeown,Washington Spirit,941,3.9083711699999997,3.908
T. Rodman,Washington Spirit,101,0.61770656,0.618
T. Torres,Gotham FC,266,0.5658478899999999,0.566
U. Kanu,Racing Louisville,31,-0.004709389999999999,-0.005
V. DiBernardo,Kansas City Current,352,2.67174105,2.672
V. Villacorta,Orlando Pride,32,0.17308711999999998,0.173
Y. Ryan,Houston Dash,540,1.6373466399999999,1.637
Z. Chavoshi,Orlando Pride,162,0.32846084,0.328
